plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	Well2	GeneSymbol	GeneID
2	161	2.66	G17	sample	sample	223145.45518	190642.970885	206894.2130325	-32502.484295	1.37	1.23	3.195	2.121	G17	MED25	N/A
3	338	2.63	O02	sample	sample	194102.52459	205821.329755	199961.9271725	11718.805165	1.31	1.35	2.446	2.817	O2	NUP93	N/A
2	298	2.56	M10	sample	sample	214746.913171	204345.549053	209546.231112	-10401.364118	1.32	1.32	2.243	2.885	M10	HIRA	N/A
1	87	2.56	D15	sample	sample	173141.428169	211144.149701	192142.788935	38002.721532	1.1	1.35	1.524	3.586	D15	POLR1C	N/A
1	51	2.55	C03	sample	sample	167950.28248	228067.821138	198009.051809	60117.538658	1.06	1.46	0.732	4.372	C3	BPTF	N/A
2	203	2.53	I11	sample	sample	201992.29932	198707.334211	200349.8167655	-3284.96510899998	1.24	1.28	1.715	3.345	I11	NUP133	N/A
4	110	2.51	E14	sample	sample	171512.475281	205089.759124	188301.1172025	33577.283843	1.11	1.33	1.344	3.684	E14	TTK	N/A
3	194	2.5	I02	sample	sample	159574.342564	224863.562771	192218.9526675	65289.220207	1.07	1.48	0.436	4.555	I2	RAD21	N/A
4	206	2.48	I14	sample	sample	191212.645648	184288.407407	187750.5265275	-6924.23824100001	1.24	1.19	2.539	2.413	I14	ZNF276	N/A
3	249	2.47	K09	sample	sample	178324.300525	205459.824345	191892.062435	27135.52382	1.2	1.35	1.742	3.2	K9	DEK	N/A
1	208	2.45	I16	sample	sample	198688.757752	180862.238835	189775.4982935	-17826.518917	1.26	1.16	3.584	1.314	I16	PARP3	N/A
2	257	2.39	K17	sample	sample	197398.669776	208236.810613	202817.7401945	10838.140837	1.21	1.34	1.481	3.295	K17	MLH1	N/A
4	52	2.38	C04	sample	sample	177267.974194	206964.885837	192116.4300155	29696.911643	1.15	1.34	1.675	3.077	C4	FAAP100	N/A
2	83	2.33	D11	sample	sample	184103.805907	193547.514334	188825.6601205	9443.708427	1.13	1.25	1.111	3.541	D11	HIST1H2AL	N/A
3	294	2.33	M06	sample	sample	200254.394247	181420.185889	190837.290068	-18834.208358	1.35	1.19	2.919	1.732	M6	EHMT2	N/A
2	305	2.3	M17	sample	sample	236445.715105	165166.634014	200806.1745595	-71279.081091	1.45	1.06	3.965	0.631	M17	RUVBL2	N/A
2	88	2.27	D16	sample	sample	207798.419708	193814.846298	200806.633003	-13983.57341	1.27	1.25	2.206	2.331	D16	SAP18	N/A
3	127	2.25	F07	sample	sample	173368.222414	213373.230032	193370.726223	40005.007618	1.17	1.4	1.071	3.435	F7	MEAF6	N/A
2	302	2.23	M14	sample	sample	192631.599246	187888.764706	190260.181976	-4742.83454000001	1.18	1.21	1.888	2.562	M14	HP1BP3	N/A
1	107	2.21	E11	sample	sample	212980.049587	152691.186739	182835.618163	-60288.862848	1.35	0.979	4.112	0.316	E11	AURKA	N/A
1	179	2.18	H11	sample	sample	199133.521059	181723	190428.2605295	-17410.521059	1.26	1.17	2.649	1.719	H11	NUP153	N/A
4	256	2.16	K16	sample	sample	188199.863892	201098.148876	194649.006384	12898.284984	1.22	1.3	1.173	3.155	K16	MCM10	N/A
3	302	2.14	M14	sample	sample	181998.864261	181214.263374	181606.5638175	-784.600887000008	1.22	1.19	2.261	2.029	M14	HIST1H2AC	N/A
1	355	2.14	O19	sample	sample	184840.046171	213241.39027	199040.7182205	28401.344099	1.17	1.37	0.736	3.538	O19	MSL2	N/A
2	152	2.13	G08	sample	sample	218217.872441	173880.730532	196049.3014865	-44337.141909	1.34	1.12	2.994	1.271	G8	HDAC1	N/A
2	115	2.1	E19	sample	sample	230196.115964	151576.518072	190886.317018	-78619.597892	1.41	0.976	3.843	0.361	E19	HDAC3	N/A
3	199	2.1	I07	sample	sample	161009.512963	195325.003231	178167.258097	34315.490268	1.08	1.28	0.639	3.56	I7	CDC45	N/A
2	134	2.1	F14	sample	sample	199522.178824	203036.197905	201279.1883645	3514.01908100001	1.22	1.31	1.813	2.385	F14	SAFB	N/A
4	205	2.07	I13	sample	sample	162266.171245	197507.966435	179887.06884	35241.79519	1.05	1.28	0.953	3.19	I13	SPC24	N/A
4	317	2.06	N05	sample	sample	191358.092773	188864.129206	190111.1109895	-2493.963567	1.24	1.22	1.43	2.686	N5	HCFC1	N/A
1	299	2.05	M11	sample	sample	187173.285901	178405.276402	182789.2811515	-8768.00949900001	1.19	1.14	2.366	1.73	M11	DAXX	N/A
1	70	2.04	C22	killer	killer	217622.894118	146668.629353	182145.7617355	-70954.264765	1.38	0.941	4.547	-0.458	NA	NA	NA
1	85	2.03	D13	sample	sample	185629.924314	182500.571742	184065.248028	-3129.352572	1.18	1.17	2.108	1.949	D13	KDM1A	N/A
3	310	2.01	M22	killer	killer	149239	208701.830189	178970.4150945	59462.830189	1	1.37	0.164	3.862	NA	NA	NA
2	310	2	M22	killer	killer	276554.670213	119854.827103	198204.748658	-156699.84311	1.7	0.772	6.127	-2.128	NA	NA	NA
3	279	1.99	L15	sample	sample	161327.718504	202433.564103	181880.6413035	41105.845599	1.09	1.33	0.724	3.253	L15	TIPIN	N/A
3	295	1.98	M07	sample	sample	163950.664812	194355.219512	179152.942162	30404.5547	1.1	1.28	0.962	2.998	M7	BRD4	N/A
2	199	1.96	I07	sample	sample	216209.626817	195061.052941	205635.339879	-21148.573876	1.33	1.26	1.654	2.266	I7	HIST1H1E	N/A
1	325	1.96	N13	sample	sample	182402.397333	178439.138776	180420.7680545	-3963.25855699999	1.16	1.14	1.762	2.151	N13	SMC1A	N/A
1	40	1.91	B16	sample	sample	183204.089421	195135.978723	189170.034072	11931.889302	1.16	1.25	1.969	1.849	B16	ASF1B	N/A
2	64	1.9	C16	sample	sample	219203.311671	178600.759132	198902.0354015	-40602.552539	1.34	1.15	2.8	1.003	C16	SF3B1	N/A
3	126	1.9	F06	sample	sample	204099.367594	184827.011211	194463.1894025	-19272.356383	1.37	1.21	2.671	1.127	F6	APOBEC2	N/A
2	324	1.9	N12	sample	sample	187544.676504	180094.186924	183819.431714	-7450.48957999999	1.15	1.16	1.644	2.148	N12	PARP1	N/A
1	99	1.84	E03	sample	sample	180630.546512	185465.900826	183048.223669	4835.354314	1.14	1.19	1.491	2.188	E3	NUP107	N/A
2	55	1.83	C07	sample	sample	204969.215736	191834.981742	198402.098739	-13134.233994	1.26	1.24	1.396	2.261	C7	ZNRD1	N/A
2	218	1.73	J02	sample	sample	168823.654891	179127.671128	173975.6630095	10304.016237	1.04	1.15	1.583	1.884	J2	UTY	N/A
1	235	1.7	J19	sample	sample	194853.641372	180993.925544	187923.783458	-13859.715828	1.24	1.16	2.394	1.014	J19	HIST1H3D	N/A
2	28	1.69	B04	sample	sample	168684.495575	186528.508945	177606.50226	17844.01337	1.03	1.2	0.8	2.575	B4	KAT7	N/A
1	270	1.68	L06	sample	sample	174642.942094	208753.641753	191698.2919235	34110.699659	1.11	1.34	0.493	2.866	L6	INCENP	N/A
1	35	1.68	B11	sample	sample	188035.50905	182518.867168	185277.188109	-5516.641882	1.19	1.17	1.92	1.437	B11	DMAP1	N/A
3	100	1.65	E04	sample	sample	162434.484706	198165.376506	180299.930606	35730.8918	1.09	1.3	0.711	2.583	E4	MORC1	N/A
3	257	1.64	K17	sample	sample	176517.173865	166498.91299	171508.0434275	-10018.260875	1.19	1.09	2.148	1.124	K17	HMGN2	N/A
4	153	1.62	G09	sample	sample	163860.75	205941.946054	184901.348027	42081.196054	1.06	1.33	0.115	3.12	G9	KIF2B	N/A
1	316	1.62	N04	sample	sample	209103.49345	170502.957125	189803.2252875	-38600.536325	1.33	1.09	2.671	0.562	N4	CITED2	N/A
4	269	1.6	L05	sample	sample	178885.903252	185373.889908	182129.89658	6487.98665600002	1.16	1.2	1.202	2.007	L5	MAX	N/A
4	130	1.6	F10	sample	sample	198020.826655	186790.915556	192405.8711055	-11229.911099	1.29	1.21	2.158	1.048	F10	NEK2	N/A
1	131	1.59	F11	sample	sample	179132.835396	193581.035406	186356.935401	14448.20001	1.14	1.24	1.022	2.153	F11	HIST1H3E	N/A
4	234	1.58	J18	sample	sample	185816.816399	170066.666164	177941.7412815	-15750.150235	1.21	1.1	1.971	1.192	J18	H1F0	N/A
1	252	1.58	K12	sample	sample	176967.108029	173492.356347	175229.732188	-3474.751682	1.12	1.11	1.071	2.083	K12	HIST1H3F	N/A
1	243	1.54	K03	sample	sample	187488.778462	181912.803138	184700.7908	-5575.975324	1.19	1.17	1.615	1.469	K3	AGO4	N/A
2	316	1.53	N04	sample	sample	194581.762599	186593.486391	190587.624495	-7988.276208	1.19	1.2	1.437	1.629	N4	ACTB	N/A
2	273	1.53	L09	sample	sample	206058.520903	167010.104511	186534.312707	-39048.416392	1.26	1.08	2.414	0.651	L9	PRMT6	N/A
3	149	1.53	G05	sample	sample	165906.034865	183872.212435	174889.12365	17966.17757	1.12	1.21	1.045	2.014	G5	SAP30BP	N/A
1	220	1.51	J04	sample	sample	193750.672872	189210.824085	191480.7484785	-4539.848787	1.23	1.21	1.692	1.333	J4	CXXC1	N/A
4	177	1.5	H09	sample	sample	172216.268718	166677.838491	169447.0536045	-5538.430227	1.12	1.08	1.249	1.75	H9	KIF2C	N/A
1	232	1.49	J16	sample	sample	147807.745257	222467.270872	185137.5080645	74659.525615	0.937	1.43	-0.295	3.28	J16	TOP2A	N/A
3	185	1.47	H17	sample	sample	142930.780723	172554.488796	157742.6347595	29623.708073	0.962	1.13	0.561	2.388	H17	KANSL2	N/A
2	45	1.47	B21	sample	sample	174283.758406	161077.899254	167680.82883	-13205.859152	1.07	1.04	1.447	1.492	B21	BMI1	N/A
2	314	1.46	N02	sample	sample	186123.149474	182999.409198	184561.279336	-3123.740276	1.14	1.18	1.787	1.138	N2	TSPYL2	N/A
2	86	1.44	D14	sample	sample	193298.689697	162253.023511	177775.856604	-31045.666186	1.19	1.05	1.94	0.947	D14	NUP214	N/A
2	187	1.44	H19	sample	sample	173966.308411	191655.569937	182810.939174	17689.261526	1.07	1.23	0.405	2.481	H19	SNIP1	N/A
1	290	1.44	M02	sample	sample	168342.035211	181793.507421	175067.771316	13451.47221	1.07	1.17	1.187	1.694	M2	ELOF1	N/A
1	253	1.44	K13	sample	sample	164128.753891	180560.031073	172344.392482	16431.277182	1.04	1.16	0.552	2.325	K13	SMARCB1	N/A
2	222	1.43	J06	sample	sample	169662.687415	173122.350816	171392.5191155	3459.663401	1.04	1.12	1.002	1.855	J6	HMGA2	N/A
4	31	1.43	B07	sample	sample	176581.793233	217372.916779	196977.355006	40791.123546	1.15	1.4	0.001	2.853	B7	BUB1B	N/A
1	128	1.42	F08	sample	sample	192429.691854	172067.945714	182248.818784	-20361.74614	1.22	1.1	1.429	1.42	F8	ZBTB1	N/A
3	320	1.42	N08	sample	sample	184616.124434	174048.154613	179332.1395235	-10567.969821	1.24	1.14	1.855	0.99	N8	HIST1H2AH	N/A
3	303	1.42	M15	sample	sample	172590.536585	159597.854204	166094.1953945	-12992.682381	1.16	1.05	1.884	0.95	M15	CTNNB1	N/A
1	88	1.42	D16	sample	sample	190732.702539	171904.580332	181318.6414355	-18828.122207	1.21	1.1	2.7	0.131	D16	WBP2	N/A
1	41	1.4	B17	sample	sample	191280.159358	183192.491684	187236.325521	-8087.667674	1.21	1.17	2.153	0.656	B17	HIST1H4B	N/A
3	253	1.35	K13	sample	sample	159966.274478	192477.944272	176222.109375	32511.669794	1.08	1.26	0.101	2.603	K13	SSRP1	N/A
4	259	1.35	K19	sample	sample	172125.873988	174737.966887	173431.9204375	2612.09289899998	1.12	1.13	1.134	1.564	K19	WDR46	N/A
3	171	1.35	H03	sample	sample	170418.331808	171803.265891	171110.7988495	1384.934083	1.15	1.13	1.731	0.967	H3	NCAPD2	N/A
2	123	1.35	F03	sample	sample	184665.707338	211536.9967	198101.352019	26871.289362	1.13	1.36	0.417	2.275	F3	ARID1A	N/A
4	115	1.33	E19	sample	sample	169917.133213	167703.057988	168810.0956005	-2214.07522500001	1.1	1.08	1.185	1.468	E19	GATAD2A	N/A
1	271	1.31	L07	sample	sample	180521.090674	178549.051168	179535.070921	-1972.039506	1.14	1.15	1.55	1.078	L7	ZFP57	N/A
1	108	1.31	E12	sample	sample	180695.296963	146465.766741	163580.531852	-34229.530222	1.15	0.939	1.673	0.949	E12	NAP1L2	N/A
1	114	1.3	E18	sample	sample	157218.153285	181079.20026	169148.6767725	23861.046975	0.996	1.16	0.299	2.296	E18	ACTR8	N/A
1	348	1.29	O12	sample	sample	174917.95509	179176.045556	177047.000323	4258.09046599999	1.11	1.15	-0.011	2.589	O12	POLR1E	N/A
2	317	1.29	N05	sample	sample	180246.710375	195957.644628	188102.1775015	15710.934253	1.11	1.26	0.946	1.631	N5	HIST1H3B	N/A
2	186	1.29	H18	sample	sample	197822.10274	186103.767418	191962.935079	-11718.335322	1.21	1.2	1.285	1.287	H18	PCGF2	N/A
2	219	1.28	J03	sample	sample	173340.358513	181620.046599	177480.202556	8279.68808599998	1.06	1.17	0.683	1.875	J3	AGO3	N/A
4	136	1.28	F16	sample	sample	181494.426471	186530.681416	184012.5539435	5036.25494499999	1.18	1.21	0.858	1.697	F16	MCM5	N/A
3	318	1.27	N06	sample	sample	183459.309231	181059.272031	182259.290631	-2400.03719999999	1.23	1.19	1.221	1.321	N6	USP21	N/A
