plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	Well2	GeneSymbol	GeneID
3	300	2.4	M12	sample	sample	216.073485601	229.970165746	223.0218256735	13.896680145	1.17	1.27	1.425	3.379	M12	SUPT16H	N/A
3	215	2.39	I23	pos	pos	218.494768311	205.967523681	212.231145996	-12.52724463	1.18	1.14	2.386	2.398	NA	NA	NA
1	131	2.37	F11	sample	sample	212.055693069	222.89119171	217.4734423895	10.835498641	1.12	1.2	1.979	2.764	F11	HIST1H3E	N/A
4	79	2.37	D07	sample	sample	214.351851852	237.827464789	226.0896583205	23.475612937	1.1	1.24	1.814	2.917	D7	CDCA8	N/A
3	205	2.34	I13	sample	sample	215.485898469	217.66994382	216.5779211445	2.18404535099998	1.17	1.2	1.744	2.943	I13	TRIP12	N/A
2	317	2.29	N05	sample	sample	218.036023055	242.685950413	230.360986734	24.649927358	1.12	1.3	1.213	3.375	N5	HIST1H3B	N/A
2	119	2.29	E23	pos	pos	208.452892562	222.70746888	215.580180721	14.254576318	1.07	1.19	1.042	3.535	NA	NA	NA
2	83	2.27	D11	sample	sample	224.556962025	213.660202361	219.108582193	-10.896759664	1.15	1.14	1.654	2.88	D11	HIST1H2AL	N/A
2	332	2.26	N20	sample	sample	265.197080292	185.045741325	225.1214108085	-80.151338967	1.36	0.99	4.93	-0.4	N20	POLR2H	N/A
2	161	2.24	G17	sample	sample	235.493597206	205.865621501	220.6796093535	-29.627975705	1.21	1.1	3.494	0.987	G17	MED25	N/A
1	341	2.23	O05	sample	sample	220.966990291	210.881737731	215.924364011	-10.08525256	1.17	1.14	2.256	2.199	O5	SMARCA5	N/A
4	119	2.2	E23	pos	pos	231.423831071	213.212555066	222.3181930685	-18.211276005	1.18	1.11	2.575	1.828	NA	NA	NA
3	83	2.15	D11	sample	sample	214.150104239	219.56350185	216.8568030445	5.41339761099999	1.16	1.21	1.711	2.582	D11	NUP88	N/A
2	71	2.1	C23	pos	pos	214.496031746	208.612444444	211.554238095	-5.883587302	1.1	1.12	1.811	2.393	NA	NA	NA
1	311	2.1	M23	pos	pos	190.503805175	232.642307692	211.5730564335	42.138502517	1.01	1.26	0.797	3.394	NA	NA	NA
1	119	2.08	E23	pos	pos	207.549450549	209.609813084	208.5796318165	2.060362535	1.1	1.13	1.867	2.298	NA	NA	NA
4	152	2.04	G08	sample	sample	219.786334056	231.195150115	225.4907420855	11.408816059	1.12	1.21	1.424	2.658	G8	DSN1	N/A
2	134	2.02	F14	sample	sample	220.890588235	228.089639115	224.490113675	7.19905088000002	1.13	1.22	1.351	2.69	F14	SAFB	N/A
4	179	2.01	H11	sample	sample	215.7925117	212.595344673	214.1939281865	-3.19716702700001	1.1	1.11	2.51	1.51	H11	PPP2R5A	N/A
2	115	2.01	E19	sample	sample	232.018072289	181.502581756	206.7603270225	-50.515490533	1.19	0.971	3.454	0.556	E19	HDAC3	N/A
3	167	2	G23	pos	pos	210.137106918	210.28678538	210.211946149	0.149678461999997	1.14	1.16	1.949	2.06	NA	NA	NA
1	164	2	G20	sample	sample	217.721176471	233.606475716	225.6638260935	15.885299245	1.15	1.26	1.821	2.182	G20	HMGB1	N/A
4	205	1.99	I13	sample	sample	211.166666667	238.784722222	224.9756944445	27.618055555	1.08	1.25	1.098	2.889	I13	SPC24	N/A
1	235	1.96	J19	sample	sample	231.221413721	212.72279496	221.9721043405	-18.498618761	1.22	1.15	2.611	1.31	J19	HIST1H3D	N/A
2	302	1.89	M14	sample	sample	214.859296482	209.814241486	212.336768984	-5.045054996	1.1	1.12	1.867	1.921	M14	HP1BP3	N/A
3	182	1.84	H14	sample	sample	209.626137304	192.278787879	200.9524625915	-17.347349425	1.14	1.06	2.457	1.225	H14	PARPBP	N/A
4	347	1.84	O11	sample	sample	227.187443946	217.845047923	222.5162459345	-9.34239602299999	1.16	1.14	2.1	1.581	O11	SEPT7	N/A
1	215	1.82	I23	pos	pos	199.717647059	213.796542553	206.757094806	14.078895494	1.06	1.16	0.997	2.641	NA	NA	NA
2	225	1.81	J09	sample	sample	214.782022472	207.61482821	211.198425341	-7.16719426199998	1.1	1.11	1.646	1.972	J9	HIST1H2AG	N/A
4	258	1.81	K18	sample	sample	231.870604782	223.024173028	227.447388905	-8.84643175399998	1.19	1.17	1.802	1.815	K18	SRPK1	N/A
2	167	1.79	G23	pos	pos	238.001692047	194.107858243	216.054775145	-43.893833804	1.22	1.04	3.182	0.397	NA	NA	NA
1	141	1.78	F21	sample	sample	218.417021277	224.705244123	221.5611327	6.288222846	1.15	1.21	1.746	1.808	F21	NCOR2	N/A
2	324	1.76	N12	sample	sample	218.988649262	207.683241252	213.335945257	-11.30540801	1.12	1.11	1.406	2.122	N12	PARP1	N/A
3	322	1.76	N10	sample	sample	221.176851186	212.093421053	216.6351361195	-9.08343013300001	1.2	1.17	1.644	1.87	N10	HIST1H1C	N/A
4	71	1.75	C23	pos	pos	203.130063966	209.672903673	206.4014838195	6.54283970700001	1.04	1.1	1.579	1.931	NA	NA	NA
3	339	1.74	O03	sample	sample	229.322102426	220.663893511	224.9929979685	-8.65820891499999	1.24	1.22	2.189	1.299	O3	RSF1	N/A
3	200	1.74	I08	sample	sample	212.459854015	200.391730141	206.425792078	-12.068123874	1.15	1.11	1.494	1.979	I8	ELL	N/A
3	88	1.73	D16	sample	sample	199.674740484	206.723027375	203.1988839295	7.04828689099998	1.08	1.14	1.504	1.958	D16	MBD3L3	N/A
3	129	1.7	F09	sample	sample	222.982281285	212.573976915	217.7781291	-10.40830437	1.21	1.17	2.276	1.13	F9	FANCC	N/A
1	128	1.7	F08	sample	sample	222.412042503	211.502857143	216.957449823	-10.90918536	1.18	1.14	1.714	1.685	F8	ZBTB1	N/A
2	269	1.66	L05	sample	sample	237.006932409	200.380577428	218.6937549185	-36.626354981	1.22	1.07	3.319	0.002	L5	SUPT6H	N/A
4	125	1.63	F05	sample	sample	219.095360825	206.705818966	212.9005898955	-12.389541859	1.12	1.08	2.355	0.904	F5	SENP3	N/A
2	199	1.62	I07	sample	sample	222.046849758	224.447058824	223.246954291	2.400209066	1.14	1.2	0.558	2.691	I7	HIST1H1E	N/A
2	355	1.62	O19	sample	sample	211.770913771	205.388151175	208.579532473	-6.38276259600002	1.09	1.1	1.57	1.674	O19	ALKBH2	N/A
1	177	1.62	H09	sample	sample	217.46875	210.045275591	213.7570127955	-7.42347440899999	1.15	1.14	1.552	1.684	H9	H3F3B	N/A
2	108	1.6	E12	sample	sample	191.796357616	208.172262774	199.984310195	16.375905158	0.985	1.11	-0.024	3.234	E12	KAT5	N/A
4	311	1.58	M23	pos	pos	220.562211982	222.525442478	221.54382723	1.96323049599999	1.13	1.16	1.469	1.694	NA	NA	NA
4	210	1.55	I18	sample	sample	221.549640288	223.640586797	222.5951135425	2.09094650899999	1.13	1.17	1.351	1.75	I18	SFPQ	N/A
3	295	1.55	M07	sample	sample	206.257301808	223.923577236	215.090439522	17.666275428	1.12	1.24	0.662	2.431	M7	BRD4	N/A
4	291	1.54	M03	sample	sample	227.925709516	216.88372093	222.404715223	-11.041988586	1.17	1.13	1.627	1.461	M3	FANCF	N/A
3	119	1.54	E23	pos	pos	211.153383459	202.78150134	206.9674423995	-8.37188211899999	1.14	1.12	1.643	1.436	NA	NA	NA
2	218	1.54	J02	sample	sample	201.19384058	203.968451243	202.5811459115	2.774610663	1.03	1.09	1.147	1.927	J2	UTY	N/A
3	132	1.53	F12	sample	sample	201.38996139	218.616504854	210.003233122	17.226543464	1.09	1.21	1.052	2.014	F12	DDB1	N/A
1	167	1.53	G23	pos	pos	220.444078947	202.11407767	211.2790783085	-18.330001277	1.16	1.09	2.083	0.976	NA	NA	NA
1	220	1.52	J04	sample	sample	215.446808511	208.288075561	211.867442036	-7.15873295	1.14	1.13	2.048	0.994	J4	CXXC1	N/A
2	103	1.52	E07	sample	sample	208.23388582	211.504723347	209.8693045835	3.270837527	1.07	1.13	0.356	2.684	E7	HIST1H3I	N/A
3	359	1.5	O23	pos	pos	212.312977099	213.785460993	213.049219046	1.47248389399999	1.15	1.18	1.086	1.919	NA	NA	NA
2	359	1.5	O23	pos	pos	223.153119093	206.009478673	214.581298883	-17.14364042	1.15	1.1	1.659	1.346	NA	NA	NA
4	110	1.47	E14	sample	sample	211.578651685	210.31282586	210.9457387725	-1.26582582500001	1.08	1.1	1.541	1.402	E14	TTK	N/A
2	278	1.47	L14	sample	sample	219.757723577	204.629324547	212.193524062	-15.12839903	1.13	1.1	2	0.932	L14	POLR2A	N/A
1	351	1.46	O15	sample	sample	211.122374429	200.39527027	205.7588223495	-10.727104159	1.12	1.08	1.553	1.366	O15	KDM2A	N/A
1	126	1.43	F06	sample	sample	192.988976378	223.340382679	208.1646795285	30.351406301	1.02	1.21	0.28	2.578	F6	HIST1H3G	N/A
4	263	1.43	K23	pos	pos	222.804151625	220.393247269	221.598699447	-2.410904356	1.14	1.15	1.212	1.645	NA	NA	NA
3	311	1.42	M23	pos	pos	220.068328717	202.811145511	211.439737114	-17.257183206	1.19	1.12	1.661	1.179	NA	NA	NA
4	295	1.42	M07	sample	sample	232.025871766	211.555555556	221.790713661	-20.47031621	1.19	1.11	2.328	0.509	M7	CLIP1	N/A
4	359	1.41	O23	pos	pos	221.206349206	215.337226277	218.2717877415	-5.86912292899999	1.13	1.12	1.24	1.573	NA	NA	NA
1	75	1.39	D03	sample	sample	192.012048193	215.512658228	203.7623532105	23.500610035	1.01	1.16	0.056	2.732	D3	SIN3B	N/A
3	38	1.39	B14	sample	sample	185.780412371	186.604910714	186.1926615425	0.824498342999988	1.01	1.03	1.395	1.387	B14	NRDE2	N/A
4	234	1.39	J18	sample	sample	213.143493761	211.66616428	212.4048290205	-1.477329481	1.09	1.11	1.425	1.346	J18	H1F0	N/A
4	89	1.38	D17	sample	sample	207.951724138	213.820320856	210.886022497	5.86859671799999	1.06	1.12	0.965	1.793	D17	TP73	N/A
3	126	1.37	F06	sample	sample	228.067714631	200.947309417	214.507512024	-27.120405214	1.24	1.11	2.269	0.479	F6	APOBEC2	N/A
3	348	1.37	O12	sample	sample	197.222222222	219.387453875	208.3048380485	22.165231653	1.07	1.21	0.126	2.608	O12	KDM1B	N/A
3	302	1.36	M14	sample	sample	216.152920962	192.360768176	204.256844569	-23.792152786	1.17	1.06	2.003	0.71	M14	HIST1H2AC	N/A
4	136	1.34	F16	sample	sample	222.944327731	214.004022526	218.4741751285	-8.94030520499999	1.14	1.12	1.384	1.3	F16	MCM5	N/A
2	130	1.33	F10	sample	sample	222.217391304	215.943514644	219.080452974	-6.27387665999998	1.14	1.16	0.883	1.774	F10	POLR2L	N/A
1	138	1.33	F18	sample	sample	216.181225554	202.651265127	209.4162453405	-13.529960427	1.14	1.1	1.691	0.964	F18	TNKS1BP1	N/A
1	290	1.32	M02	sample	sample	195.021126761	198.53432282	196.7777247905	3.513196059	1.03	1.07	1.662	0.982	M2	ELOF1	N/A
4	167	1.32	G23	pos	pos	222.44934334	214.992025518	218.720684429	-7.45731782200002	1.14	1.12	1.553	1.084	NA	NA	NA
1	271	1.31	L07	sample	sample	193.515544041	211.361512792	202.4385284165	17.845968751	1.02	1.14	0.709	1.91	L7	ZFP57	N/A
2	309	1.31	M21	sample	sample	197.139581256	205.515471698	201.327526477	8.37589044199999	1.01	1.1	0.601	2.017	M21	TDRD1	N/A
3	294	1.3	M06	sample	sample	217.561759729	208.862957938	213.2123588335	-8.69880179099999	1.18	1.15	0.996	1.603	M6	EHMT2	N/A
2	257	1.29	K17	sample	sample	205.052238806	214.096980787	209.5746097965	9.04474198100002	1.05	1.15	0.807	1.774	K17	MLH1	N/A
3	267	1.29	L03	sample	sample	215.252369668	210.971128609	213.1117491385	-4.281241059	1.17	1.16	1.727	0.847	L3	POLR2D	N/A
4	161	1.27	G17	sample	sample	217.711897738	222.341286307	220.0265920225	4.62938856899999	1.11	1.16	0.876	1.657	G17	FOS	N/A
3	253	1.26	K13	sample	sample	205.201444623	215.719814241	210.460629432	10.518369618	1.11	1.19	0.473	2.051	K13	SSRP1	N/A
4	76	1.26	D04	sample	sample	218.265505985	211.651041667	214.958273826	-6.61446431800002	1.12	1.11	1.726	0.793	D4	FANCA	N/A
2	164	1.25	G20	sample	sample	217.301059002	192.217348928	204.759203965	-25.083710074	1.12	1.03	2.044	0.449	G20	PKN1	N/A
2	238	1.24	J22	neg	neg	211.981428571	197.058736059	204.520082315	-14.922692512	1.09	1.05	1.511	0.969	NA	NA	NA
1	225	1.23	J09	sample	sample	197.873853211	212.009756098	204.9418046545	14.135902887	1.05	1.15	0.616	1.849	J9	COPRS	N/A
1	84	1.22	D12	sample	sample	214.822674419	186.696407879	200.759541149	-28.12626654	1.13	1.01	1.565	0.881	D12	PADI4	N/A
2	283	1.21	L19	sample	sample	205.568335589	194.676342525	200.122339057	-10.891993064	1.06	1.04	1.794	0.633	L19	HIST1H3J	N/A
1	188	1.21	H20	sample	sample	217.595959596	212.366906475	214.9814330355	-5.22905312099999	1.15	1.15	1.747	0.665	H20	APOBEC3D	N/A
2	215	1.21	I23	pos	pos	214.069620253	213.691206544	213.8804133985	-0.378413709	1.1	1.14	0.658	1.753	NA	NA	NA
4	235	1.2	J19	sample	sample	208.115424974	215.752892562	211.934158768	7.63746758799999	1.06	1.13	1.132	1.273	J19	C17orf49	N/A
3	32	1.2	B08	sample	sample	203.70508982	184.291891892	193.998490856	-19.413197928	1.1	1.02	1.47	0.934	B8	HIST1H2AE	N/A
4	266	1.19	L02	sample	sample	213.63483965	205.268637532	209.451738591	-8.36620211799999	1.09	1.07	1.331	1.041	L2	SOX6	N/A
1	355	1.18	O19	sample	sample	202.891891892	220.979459459	211.9356756755	18.087567567	1.07	1.19	-0.04	2.402	O19	MSL2	N/A
1	243	1.18	K03	sample	sample	192.218461538	209.313837375	200.7661494565	17.095375837	1.02	1.13	0.236	2.125	K3	AGO4	N/A
1	253	1.17	K13	sample	sample	207.670233463	199.894067797	203.78215063	-7.776165666	1.1	1.08	1.127	1.222	K13	SMARCB1	N/A
2	315	1.17	N03	sample	sample	202.220140515	229.357454228	215.7887973715	27.137313713	1.04	1.23	0.021	2.328	N3	TRIM27	N/A
4	299	1.17	M11	sample	sample	201.595238095	226.014450867	213.804844481	24.419212772	1.03	1.18	0.579	1.769	M11	SEPT2	N/A
4	124	1.17	F04	sample	sample	228.980023502	212.690127077	220.8350752895	-16.289896425	1.17	1.11	1.898	0.446	F4	FANCG	N/A
4	331	1.17	N19	sample	sample	211.264679313	226.006916996	218.6357981545	14.742237683	1.08	1.18	0	2.344	N19	TP53	N/A
3	154	1.17	G10	sample	sample	200.196782178	191.757009346	195.976895762	-8.43977283200002	1.08	1.06	1.403	0.939	G10	WTIP	N/A
3	227	1.17	J11	sample	sample	203.907103825	207.684	205.7955519125	3.77689617499999	1.1	1.15	0.741	1.592	J11	MOV10	N/A
1	359	1.16	O23	pos	pos	173.070038911	234.240487062	203.6552629865	61.170448151	0.914	1.27	-1.526	3.845	NA	NA	NA
1	107	1.15	E11	sample	sample	207.465564738	174.165087957	190.8153263475	-33.300476781	1.1	0.941	2.301	0.007	E11	AURKA	N/A
2	186	1.15	H18	sample	sample	225.487442922	205.515368852	215.501405887	-19.97207407	1.16	1.1	1.245	1.063	H18	PCGF2	N/A
1	165	1.15	G21	sample	sample	199.064333018	229.47267356	214.268503289	30.408340542	1.05	1.24	0.156	2.151	G21	WDR5	N/A
1	314	1.15	N02	sample	sample	210.288709677	195.965045593	203.126877635	-14.323664084	1.11	1.06	1.694	0.6	N2	POLR2F	N/A
4	153	1.14	G09	sample	sample	207.296551724	225.403596404	216.350074064	18.10704468	1.06	1.18	0.48	1.808	G9	KIF2B	N/A
1	247	1.14	K07	sample	sample	190.841794569	209.027617952	199.9347062605	18.185823383	1.01	1.13	0.721	1.559	K7	KDM7A	N/A
1	184	1.13	H16	sample	sample	204.018965517	207.776985743	205.89797563	3.75802022600001	1.08	1.12	1.244	1.009	H16	OTUB1	N/A
2	221	1.11	J05	sample	sample	217.062240664	198.208333333	207.6352869985	-18.853907331	1.11	1.06	1.876	0.346	J5	NCOA5	N/A
2	263	1.11	K23	pos	pos	216.816	200.820033956	208.818016978	-15.995966044	1.11	1.07	1.157	1.06	NA	NA	NA
3	173	1.09	H05	sample	sample	192.328317373	202.004132231	197.166224802	9.675814858	1.04	1.11	0.709	1.471	H5	NAA60	N/A
4	177	1.08	H09	sample	sample	199.664615385	205.821083172	202.7428492785	6.156467787	1.02	1.08	0.928	1.226	H9	KIF2C	N/A
1	224	1.06	J08	sample	sample	204.370581528	206.793256433	205.5819189805	2.42267490500001	1.08	1.12	0.732	1.388	J8	UBE2T	N/A
4	275	1.05	L11	sample	sample	206.675968992	204.834834835	205.7554019135	-1.841134157	1.06	1.07	1.203	0.903	L11	RCC2	N/A
4	339	1.05	O03	sample	sample	208.171669794	221.332167832	214.751918813	13.160498038	1.06	1.16	-0.033	2.131	O3	FAAP20	N/A
3	329	1.05	N17	sample	sample	196.791984733	211.805037313	204.298511023	15.01305258	1.07	1.17	0.01	2.087	N17	SMARCA2	N/A
1	178	1.04	H10	sample	sample	208.642622951	199.429487179	204.036055065	-9.21313577199999	1.1	1.08	1.464	0.619	H10	KDM4E	N/A
3	71	1.04	C23	pos	pos	193.664414414	189.474377745	191.5693960795	-4.19003666899999	1.05	1.05	1.074	0.999	NA	NA	NA
1	85	1.03	D13	sample	sample	200.234626301	203.991237678	202.1129319895	3.75661137700001	1.06	1.1	0.391	1.677	D13	KDM1A	N/A
1	125	1.03	F05	sample	sample	190.871134021	216.262485482	203.5668097515	25.391351461	1.01	1.17	0.004	2.052	F5	STAG2	N/A
2	255	1.03	K15	sample	sample	185.309230769	215.511127596	200.4101791825	30.201896827	0.952	1.15	-0.511	2.563	K15	RCC1	N/A
4	206	1.02	I14	sample	sample	221.184724689	205.839506173	213.512115431	-15.345218516	1.13	1.08	1.731	0.318	I14	ZNF276	N/A
4	53	1.02	C05	sample	sample	193.297496318	184.669387755	188.9834420365	-8.62810856299998	0.989	0.965	1.732	0.315	C5	PELP1	N/A
3	276	1.02	L12	sample	sample	190.665955176	205.910606061	198.2882806185	15.244650885	1.03	1.14	0.155	1.891	L12	POU5F1	N/A
4	346	1.02	O10	sample	sample	221.707251567	208.243967828	214.9756096975	-13.463283739	1.13	1.09	0.896	1.149	O10	PINX1	N/A
4	28	1.02	B04	sample	sample	200.51010101	208.73814433	204.62412267	8.22804332000001	1.03	1.09	1.193	0.838	B4	FANCL	N/A
1	102	1.02	E06	sample	sample	209.327380952	174.559834938	191.943607945	-34.767546014	1.11	0.944	2.213	-0.183	E6	CBX8	N/A
1	189	1.01	H21	sample	sample	211.829319372	212.645595855	212.2374576135	0.816276483000024	1.12	1.15	1.074	0.954	H21	HIST1H4D	N/A
4	297	1.01	M09	sample	sample	210.532299742	216.094775213	213.3135374775	5.562475471	1.08	1.13	0.755	1.272	M9	MAD2L1	N/A
4	149	1.01	G05	sample	sample	209.966346154	205.032527881	207.4994370175	-4.93381827300001	1.07	1.07	1.521	0.492	G5	PAGR1	N/A
3	100	1.01	E04	sample	sample	199.203529412	212.272088353	205.7378088825	13.068558941	1.08	1.17	0.634	1.379	E4	MORC1	N/A
2	136	1.01	F16	sample	sample	207.135508156	220.260344828	213.697926492	13.124836672	1.06	1.18	0.217	1.794	F16	APOBEC3G	N/A
2	314	1	N02	sample	sample	201.302105263	207.060141509	204.181123386	5.75803624600002	1.03	1.11	0.421	1.584	N2	TSPYL2	N/A
1	269	1	L05	sample	sample	201.312072893	202.197674419	201.754873656	0.885601526000016	1.06	1.09	0.761	1.244	L5	ING2	N/A
3	63	1	C15	sample	sample	190.267836257	186.896353167	188.582094712	-3.37148309	1.03	1.03	1.016	0.987	C15	PRIMPOL	N/A
1	111	1	E15	sample	sample	192.468158348	193.991084695	193.2296215215	1.52292634700001	1.02	1.05	0.857	1.141	E15	POLR2E	N/A
2	277	1	L13	sample	sample	219.124584718	180.560509554	199.842547136	-38.564075164	1.13	0.966	3.003	-1.009	L13	NSD3	N/A
3	345	0.99	O09	sample	sample	202.643482741	212.922273782	207.7828782615	10.278791041	1.1	1.18	0.293	1.695	O9	PRDM14	N/A
3	249	0.99	K09	sample	sample	207.842519685	199.930662558	203.8865911215	-7.91185712700002	1.13	1.1	0.929	1.056	K9	DEK	N/A
2	202	0.99	I10	sample	sample	249.368627451	186.08217168	217.7253995655	-63.286455771	1.28	0.996	2.538	-0.556	I10	POLQ	N/A
1	252	0.98	K12	sample	sample	195.775182482	200.182628062	197.978905272	4.40744558	1.03	1.08	0.263	1.702	K12	HIST1H3F	N/A
3	199	0.98	I07	sample	sample	189.936111111	196.872374798	193.4042429545	6.93626368700001	1.03	1.09	0.424	1.533	I7	CDC45	N/A
2	219	0.97	J03	sample	sample	207.478417266	203.35138539	205.414901328	-4.12703187600002	1.07	1.09	1.13	0.804	J3	AGO3	N/A
3	171	0.97	H03	sample	sample	198.914187643	205.444941808	202.1795647255	6.53075416500002	1.08	1.13	1.151	0.782	H3	NCAPD2	N/A
4	215	0.96	I23	pos	pos	212.853838065	214.380753138	213.6172956015	1.526915073	1.09	1.12	0.788	1.128	NA	NA	NA
2	87	0.96	D15	sample	sample	214.232044199	186.333596838	200.2828205185	-27.898447361	1.1	0.997	1.794	0.12	D15	TNRC18	N/A
2	222	0.96	J06	sample	sample	202.028416779	203.771561772	202.8999892755	1.74314499300002	1.04	1.09	0.623	1.287	J6	HMGA2	N/A
4	171	0.94	H03	sample	sample	218.918324607	185.229876722	202.0741006645	-33.688447885	1.12	0.968	1.93	-0.041	H3	SOX5	N/A
3	102	0.94	E06	sample	sample	210.371248025	193.672782875	202.02201545	-16.69846515	1.14	1.07	1.09	0.798	E6	CCNT1	N/A
2	256	0.94	K16	sample	sample	208.922242315	211.284289277	210.103265796	2.36204696199999	1.07	1.13	0.36	1.521	K16	KANSL1	N/A
2	188	0.94	H20	sample	sample	219.872941176	193.039254171	206.4560976735	-26.833687005	1.13	1.03	1.189	0.687	H20	DNMT3L	N/A
2	94	0.93	D22	neg	neg	204.263074485	205.47411853	204.8685965075	1.21104404499999	1.05	1.1	0.494	1.374	NA	NA	NA
2	245	0.93	K05	sample	sample	226.481598318	196.773913043	211.6277556805	-29.707685275	1.16	1.05	1.85	0.014	K5	KDM4B	N/A
4	352	0.93	O16	sample	sample	220.055374593	208.581155978	214.3182652855	-11.474218615	1.13	1.09	0.761	1.097	O16	EME1	N/A
3	77	0.93	D05	sample	sample	189.133784928	202.688770053	195.9112774905	13.554985125	1.02	1.12	0.481	1.37	D5	ESCO1	N/A
4	178	0.92	H10	sample	sample	200.393523062	205.315240084	202.854381573	4.921717022	1.03	1.07	0.61	1.236	H10	NSL1	N/A
4	231	0.91	J15	sample	sample	199.036805012	205.377265239	202.2070351255	6.34046022699999	1.02	1.07	0.887	0.933	J15	SENP6	N/A
3	350	0.91	O14	sample	sample	219.406743941	177.925739005	198.666241473	-41.481004936	1.19	0.982	2.148	-0.331	O14	MAU2	N/A
