plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	Well2	GeneSymbol	GeneID
4	358	4.88	O22	killer	killer	237.183684402	176.95111919	207.067401796	-60.232565212	1.3	0.986	9.345	0.412	NA	NA	NA
4	214	4.82	I22	killer	killer	209.416312813	207.927196443	208.671754628	-1.48911636999998	1.15	1.16	5.115	4.533	NA	NA	NA
1	262	4.81	K22	killer	killer	186.979056344	230.84384118	208.911448762	43.864784836	1.05	1.29	2.068	7.547	NA	NA	NA
2	314	4.81	N02	sample	sample	174.684373848	241.706640527	208.1955071875	67.022266679	0.978	1.3	-0.225	9.837	N2	TSPYL2	N/A
4	279	4.6	L15	sample	sample	212.421950852	203.093520767	207.7577358095	-9.32843008500001	1.16	1.13	4.922	4.276	L15	ORC1	N/A
2	278	4.59	L14	sample	sample	209.110005371	204.471629377	206.790817374	-4.638375994	1.17	1.1	5.559	3.627	L14	POLR2A	N/A
3	263	4.5	K23	pos	pos	202.290363184	206.387909555	204.3391363695	4.09754637099999	1.13	1.16	3.3	5.7	NA	NA	NA
3	194	4.32	I02	sample	sample	197.00427879	203.73118062	200.367729705	6.72690183	1.1	1.15	3.389	5.247	I2	RAD21	N/A
3	199	4.12	I07	sample	sample	211.15969018	197.292522945	204.2261065625	-13.867167235	1.18	1.11	4.302	3.939	I7	CDC45	N/A
2	178	4.06	H10	sample	sample	200.209526731	218.527567022	209.3685468765	18.318040291	1.12	1.18	3.301	4.817	H10	POLR2B	N/A
3	267	4.02	L03	sample	sample	204.241769742	208.574325807	206.4080477745	4.33255606500001	1.14	1.18	3.2	4.85	L3	POLR2D	N/A
1	210	4	I18	sample	sample	195.610641621	199.084728269	197.347684945	3.474086648	1.1	1.12	4.027	3.965	I18	POLR2C	N/A
1	280	3.78	L16	sample	sample	195.41701425	207.013263514	201.215138882	11.596249264	1.1	1.16	3.596	3.962	L16	FANCM	N/A
4	70	3.72	C22	killer	killer	203.709397472	201.887616623	202.7985070475	-1.82178084899999	1.12	1.13	3.5	3.949	NA	NA	NA
2	358	3.69	O22	killer	killer	201.833847382	193.71570185	197.774774616	-8.118145532	1.13	1.04	5.289	2.096	NA	NA	NA
1	215	3.58	I23	pos	pos	201.353744744	199.570608954	200.462176849	-1.78313579000002	1.13	1.12	4.076	3.094	NA	NA	NA
2	200	3.39	I08	sample	sample	200.406058527	210.096537482	205.2512980045	9.690478955	1.12	1.13	3.888	2.888	I8	AURKB	N/A
3	359	3.32	O23	pos	pos	203.30435377	185.79816972	194.551261745	-17.50618405	1.13	1.05	4.389	2.249	NA	NA	NA
4	262	3.14	K22	killer	killer	201.492855986	196.925241429	199.2090487075	-4.56761455699998	1.1	1.1	2.905	3.382	NA	NA	NA
3	249	3.11	K09	sample	sample	198.632148878	192.989675745	195.8109123115	-5.64247313300001	1.11	1.09	2.785	3.432	K9	DEK	N/A
1	311	3.03	M23	pos	pos	194.396813768	201.798532318	198.097673043	7.40171855000003	1.09	1.13	3.078	2.989	NA	NA	NA
1	177	3	H09	sample	sample	193.333677129	199.065540663	196.199608896	5.73186353400001	1.09	1.12	2.446	3.553	H9	H3F3B	N/A
4	151	2.99	G07	sample	sample	215.321240406	197.162498775	206.2418695905	-18.158741631	1.18	1.1	4.374	1.609	G7	CENPS	N/A
2	332	2.99	N20	sample	sample	205.201317079	181.685418238	193.4433676585	-23.515898841	1.15	0.978	6.286	-0.316	N20	POLR2H	N/A
3	287	2.87	L23	pos2	pos2	187.572036229	196.250655424	191.9113458265	8.67861919500001	1.05	1.11	1.599	4.137	NA	NA	NA
3	279	2.84	L15	sample	sample	186.649414492	197.11731633	191.883365411	10.467901838	1.04	1.11	1.897	3.791	L15	TIPIN	N/A
1	71	2.83	C23	pos	pos	192.542400209	196.911265912	194.7268330605	4.36886570300001	1.08	1.1	3.216	2.434	NA	NA	NA
3	119	2.82	E23	pos	pos	190.175114511	200.908421446	195.5417679785	10.733306935	1.06	1.13	1.519	4.126	NA	NA	NA
2	294	2.81	M06	sample	sample	191.970066006	209.187890343	200.5789781745	17.217824337	1.07	1.13	2.54	3.088	M6	ASF1A	N/A
1	111	2.81	E15	sample	sample	196.471570579	185.264827118	190.8681988485	-11.206743461	1.1	1.04	3.291	2.334	E15	POLR2E	N/A
1	119	2.8	E23	pos	pos	204.693216276	183.42299334	194.058104808	-21.270222936	1.15	1.03	4.786	0.824	NA	NA	NA
4	103	2.8	E07	sample	sample	209.037155407	193.681305586	201.3592304965	-15.355849821	1.15	1.08	4.175	1.415	E7	CDT1	N/A
3	302	2.76	M14	sample	sample	191.266691743	182.989996971	187.128344357	-8.27669477199998	1.07	1.03	3.419	2.098	M14	HIST1H2AC	N/A
2	215	2.74	I23	pos	pos	197.155679851	201.227038096	199.1913589735	4.071358245	1.1	1.08	3.603	1.884	NA	NA	NA
2	204	2.74	I12	sample	sample	193.675198309	208.090292885	200.882745597	14.415094576	1.08	1.12	2.715	2.766	I12	RBBP4	N/A
2	269	2.74	L05	sample	sample	188.132798605	210.355380597	199.244089601	22.222581992	1.05	1.13	1.594	3.878	L5	SUPT6H	N/A
3	239	2.71	J23	pos2	pos2	186.947927738	190.843474103	188.8957009205	3.895546365	1.04	1.08	2.323	3.087	NA	NA	NA
3	71	2.7	C23	pos	pos	194.49106479	195.302838935	194.8969518625	0.811774145000015	1.08	1.1	2.637	2.77	NA	NA	NA
3	339	2.68	O03	sample	sample	202.795399502	194.805267251	198.8003333765	-7.99013225100001	1.13	1.1	2.985	2.377	O3	RSF1	N/A
1	224	2.67	J08	sample	sample	195.014025994	194.576568995	194.7952974945	-0.437456999000005	1.1	1.09	3.017	2.322	J8	UBE2T	N/A
4	304	2.62	M16	sample	sample	200.341726712	195.198782366	197.770254539	-5.14294434600001	1.1	1.09	2.224	3.012	M16	CCNB1	N/A
2	167	2.56	G23	pos	pos	194.232646183	193.905893498	194.0692698405	-0.326752685000002	1.09	1.04	3.751	1.377	NA	NA	NA
2	263	2.56	K23	pos	pos	199.626733952	187.060384714	193.343559333	-12.566349238	1.12	1.01	4.69	0.431	NA	NA	NA
3	273	2.53	L09	sample	sample	184.652880945	194.062490648	189.3576857965	9.409609703	1.03	1.09	1.213	3.85	L9	BCOR	N/A
3	200	2.53	I08	sample	sample	200.672901621	184.449879515	192.561390568	-16.223022106	1.12	1.04	3.381	1.676	I8	ELL	N/A
2	64	2.49	C16	sample	sample	201.684387308	179.86907439	190.776730849	-21.815312918	1.13	0.968	5.015	-0.029	C16	SF3B1	N/A
2	199	2.48	I07	sample	sample	200.523467757	197.849462142	199.1864649495	-2.674005615	1.12	1.07	4.314	0.65	I7	HIST1H1E	N/A
3	95	2.47	D23	pos2	pos2	186.984035283	192.984398241	189.984216762	6.00036295800001	1.04	1.09	1.995	2.946	NA	NA	NA
2	71	2.45	C23	pos	pos	192.401543239	198.653038202	195.5272907205	6.251494963	1.08	1.07	2.697	2.197	NA	NA	NA
4	68	2.45	C20	sample	sample	187.006687943	192.283046245	189.644867094	5.27635830200001	1.03	1.07	1.635	3.256	C20	RSL1D1	N/A
4	256	2.44	K16	sample	sample	195.232394681	194.540058561	194.886226621	-0.692336119999993	1.07	1.08	1.839	3.04	K16	MCM10	N/A
2	83	2.43	D11	sample	sample	193.197903803	194.5969235	193.8974136515	1.399019697	1.08	1.05	3.788	1.081	D11	HIST1H2AL	N/A
1	149	2.43	G05	sample	sample	181.703558636	209.608170227	195.6558644315	27.904611591	1.02	1.18	0.739	4.113	G5	RAD51	N/A
1	263	2.42	K23	pos	pos	189.950790706	194.173000175	192.0618954405	4.22220946900001	1.07	1.09	2.632	2.213	NA	NA	NA
3	358	2.36	O22	killer	killer	195.208767433	182.998043561	189.103405497	-12.210723872	1.09	1.03	2.973	1.754	NA	NA	NA
2	40	2.36	B16	sample	sample	182.076468021	200.744555957	191.410511989	18.668087936	1.02	1.08	1.546	3.181	B16	NMNAT1	N/A
4	295	2.35	M07	sample	sample	195.457750446	205.613853933	200.5358021895	10.156103487	1.07	1.15	0.808	3.898	M7	CLIP1	N/A
4	311	2.33	M23	pos	pos	193.285040006	199.20352582	196.244282913	5.91848581400001	1.06	1.11	1.026	3.624	NA	NA	NA
3	66	2.32	C18	sample	sample	185.417743333	185.170148465	185.293945899	-0.247594867999993	1.03	1.04	2.672	1.964	C18	CENPU	N/A
1	68	2.27	C20	sample	sample	195.749074947	194.533283818	195.1411793825	-1.215791129	1.1	1.09	2.731	1.803	C20	CHEK1	N/A
3	324	2.25	N12	sample	sample	196.601712109	181.946219802	189.2739659555	-14.655492307	1.1	1.03	3.789	0.713	N12	DDX5	N/A
1	239	2.21	J23	pos2	pos2	194.041325195	191.09161951	192.5664723525	-2.94970568500003	1.09	1.07	2.765	1.647	NA	NA	NA
3	90	2.19	D18	sample	sample	178.832062641	183.100797695	180.966430168	4.26873505400002	0.998	1.03	2.192	2.183	D18	GSG2	N/A
1	118	2.16	E22	killer	killer	195.663856217	186.301375052	190.9826156345	-9.36248116499999	1.1	1.04	3.073	1.243	NA	NA	NA
1	316	2.14	N04	sample	sample	185.863243489	191.704950352	188.7840969205	5.84170686299998	1.04	1.07	2.422	1.862	N4	CITED2	N/A
3	238	2.14	J22	neg	neg	180.778653278	190.559820266	185.669236772	9.781166988	1.01	1.07	1.244	3.037	NA	NA	NA
4	263	2.13	K23	pos	pos	197.510112668	188.840703218	193.175407943	-8.66940945000002	1.08	1.05	2.228	2.036	NA	NA	NA
3	50	2.12	C02	sample	sample	194.443477892	185.41223753	189.927857711	-9.031240362	1.08	1.05	3.104	1.145	C2	MED24	N/A
2	78	2.12	D06	sample	sample	184.172394296	205.647594856	194.909994576	21.47520056	1.03	1.11	1.745	2.501	D6	KMT5B	N/A
3	191	2.09	H23	pos2	pos2	189.468836956	191.022502562	190.245669759	1.55366560600001	1.06	1.08	1.755	2.416	NA	NA	NA
1	107	2.08	E11	sample	sample	202.560143892	182.781742469	192.6709431805	-19.778401423	1.14	1.02	3.812	0.344	E11	AURKA	N/A
1	238	2.06	J22	neg	neg	179.357909882	208.297252379	193.8275811305	28.939342497	1.01	1.17	-0.02	4.149	NA	NA	NA
3	67	2	C19	sample	sample	192.08701899	199.056241816	195.571630403	6.96922282600002	1.07	1.12	2.185	1.81	C19	CBX1	N/A
3	129	1.99	F09	sample	sample	192.478174486	180.451068889	186.4646216875	-12.027105597	1.07	1.02	2.982	1.004	F9	FANCC	N/A
1	334	1.97	N22	neg	neg	187.735951859	188.979443558	188.3576977085	1.243491699	1.06	1.06	2.122	1.828	NA	NA	NA
4	286	1.97	L22	neg	neg	201.853986764	183.900265722	192.877126243	-17.953721042	1.11	1.03	3.335	0.597	NA	NA	NA
3	149	1.96	G05	sample	sample	193.870278351	196.099541336	194.9849098435	2.22926298499999	1.08	1.11	1.187	2.726	G5	SAP30BP	N/A
1	66	1.94	C18	sample	sample	182.166498911	184.590082363	183.378290637	2.423583452	1.02	1.03	2.289	1.583	C18	ASXL1	N/A
1	90	1.93	D18	sample	sample	184.477163458	186.521132975	185.4991482165	2.04396951699999	1.04	1.05	1.983	1.886	D18	MIS18A	N/A
1	65	1.92	C17	sample	sample	186.574312486	185.305309225	185.9398108555	-1.26900326099999	1.05	1.04	2.258	1.589	C17	APOBEC3C	N/A
1	359	1.92	O23	pos	pos	192.390315878	180.034274303	186.2122950905	-12.356041575	1.08	1.01	3.377	0.461	NA	NA	NA
2	279	1.92	L15	sample	sample	188.09131592	190.850690494	189.471003207	2.75937457399999	1.05	1.03	2.262	1.575	L15	HIST2H2AC	N/A
2	359	1.91	O23	pos	pos	187.765432445	190.407236724	189.0863345845	2.64180427900001	1.05	1.03	2.244	1.577	NA	NA	NA
2	119	1.89	E23	pos	pos	183.836575386	206.63293154	195.234753463	22.796356154	1.03	1.11	0.34	3.444	NA	NA	NA
1	196	1.88	I04	sample	sample	186.208137679	193.923842099	190.065989889	7.71570442000001	1.05	1.09	1.858	1.91	I4	SLX4	N/A
4	339	1.87	O03	sample	sample	190.769187562	191.582006745	191.1755971535	0.812819182999988	1.05	1.07	1.436	2.295	O3	FAAP20	N/A
2	338	1.86	O02	sample	sample	181.820680203	187.518439186	184.6695596945	5.697758983	1.02	1.01	1.411	2.309	O2	CHD3	N/A
1	147	1.86	G03	sample	sample	186.495980421	185.087634236	185.7918073285	-1.408346185	1.05	1.04	2.377	1.341	G3	HIST1H3H	N/A
3	236	1.86	J20	sample	sample	190.08936968	179.589577322	184.839473501	-10.499792358	1.06	1.01	3.714	0	J20	ARID4B	N/A
3	290	1.85	M02	sample	sample	186.871014297	186.725992492	186.7985033945	-0.145021804999999	1.04	1.05	1.652	2.052	M2	HIST1H3C	N/A
4	113	1.85	E17	sample	sample	185.554157846	197.319329773	191.4367438095	11.765171927	1.02	1.1	0.75	2.952	E17	MYC	N/A
1	314	1.85	N02	sample	sample	175.71032488	203.194512925	189.4524189025	27.484188045	0.988	1.14	-0.009	3.71	N2	POLR2F	N/A
4	166	1.84	G22	killer	killer	199.756224941	190.913498294	195.3348616175	-8.84272664700001	1.1	1.06	2.316	1.361	NA	NA	NA
1	174	1.83	H06	sample	sample	185.718017586	202.542704787	194.1303611865	16.824687201	1.04	1.14	1.019	2.645	H6	EED	N/A
3	42	1.8	B18	sample	sample	184.597519604	181.386371734	182.991945669	-3.21114787000002	1.03	1.02	2.5	1.091	B18	TERT	N/A
3	215	1.77	I23	pos	pos	183.787537374	191.373825853	187.5806816135	7.58628847899999	1.03	1.08	0.602	2.94	NA	NA	NA
4	335	1.76	N23	pos2	pos2	191.791302299	183.262730254	187.5270162765	-8.528572045	1.05	1.02	2.5	1.017	NA	NA	NA
1	235	1.75	J19	sample	sample	186.560729155	195.449431149	191.005080152	8.888701994	1.05	1.1	1.127	2.378	J19	HIST1H3D	N/A
4	258	1.74	K18	sample	sample	183.086929425	191.411496779	187.249213102	8.32456735400001	1	1.07	0.341	3.143	K18	SRPK1	N/A
1	164	1.74	G20	sample	sample	192.081902596	190.427822643	191.2548626195	-1.65407995299998	1.08	1.07	1.781	1.692	G20	HMGB1	N/A
2	92	1.74	D20	sample	sample	183.176421271	193.250547749	188.21348451	10.074126478	1.03	1.04	1.763	1.709	D20	PARP15	N/A
1	46	1.73	B22	neg	neg	188.408359512	186.48970235	187.449030931	-1.91865716200002	1.06	1.05	2.118	1.345	NA	NA	NA
4	119	1.72	E23	pos	pos	191.395647587	190.521798255	190.958722921	-0.87384933200002	1.05	1.06	1.765	1.682	NA	NA	NA
3	142	1.7	F22	neg	neg	184.650214214	186.180801777	185.4155079955	1.53058756300001	1.03	1.05	1.488	1.917	NA	NA	NA
1	328	1.7	N16	sample	sample	187.118256006	186.553642647	186.8359493265	-0.564613358999992	1.05	1.05	2.059	1.334	N16	RIOX1	N/A
3	179	1.69	H11	sample	sample	184.256714728	199.394993495	191.8258541115	15.138278767	1.03	1.12	0	3.381	H11	SMC3	N/A
4	318	1.68	N06	sample	sample	192.62573115	185.116831534	188.871281342	-7.50889961600001	1.06	1.03	2.519	0.835	N6	BOD1L2	N/A
2	339	1.67	O03	sample	sample	185.75278314	188.318625148	187.035704144	2.565842008	1.04	1.01	2.463	0.887	O3	MNAT1	N/A
4	182	1.66	H14	sample	sample	190.8338441	187.898990863	189.3664174815	-2.934853237	1.05	1.05	1.851	1.477	H14	ZNF207	N/A
3	92	1.66	D20	sample	sample	176.24277783	195.860609316	186.051693573	19.617831486	0.983	1.1	0.958	2.356	D20	PPHLN1	N/A
1	138	1.64	F18	sample	sample	185.987317786	180.780508152	183.383912969	-5.206809634	1.05	1.01	2.113	1.175	F18	TNKS1BP1	N/A
3	131	1.6	F11	sample	sample	186.376564108	191.047574167	188.7120691375	4.671010059	1.04	1.08	0.946	2.263	F11	POLR2K	N/A
2	66	1.6	C18	sample	sample	192.227272365	185.7373353	188.9823038325	-6.48993706499999	1.08	1	2.298	0.906	C18	DNMT3A	N/A
1	278	1.59	L14	sample	sample	191.52935596	179.326945227	185.4281505935	-12.202410733	1.08	1.01	2.211	0.96	L14	HIST1H4I	N/A
4	76	1.58	D04	sample	sample	198.651114916	187.983538693	193.3173268045	-10.667576223	1.09	1.05	2.037	1.13	D4	FANCA	N/A
1	79	1.57	D07	sample	sample	184.516301673	190.736569347	187.62643551	6.22026767400001	1.04	1.07	1.235	1.914	D7	HIST1H3A	N/A
2	205	1.57	I13	sample	sample	192.734861172	201.9923098	197.363585486	9.25744862799999	1.08	1.09	1.752	1.393	I13	CDCA5	N/A
1	47	1.57	B23	pos2	pos2	197.191708771	172.788370163	184.990039467	-24.403338608	1.11	0.969	3.784	-0.648	NA	NA	NA
3	181	1.56	H13	sample	sample	189.419276681	191.076180304	190.2477284925	1.65690362299998	1.06	1.08	1.551	1.572	H13	MIS18BP1	N/A
3	65	1.56	C17	sample	sample	187.291841503	186.392717076	186.8422792895	-0.899124427000004	1.04	1.05	1.377	1.738	C17	ZNF451	N/A
4	203	1.56	I11	sample	sample	184.335755535	188.36140704	186.3485812875	4.02565150499998	1.01	1.05	1.165	1.949	I11	PPP2R5C	N/A
4	104	1.54	E08	sample	sample	191.98529372	189.663632984	190.824463352	-2.32166073599998	1.05	1.06	1.834	1.246	E8	DCTN5	N/A
1	41	1.51	B17	sample	sample	181.031899241	186.070376172	183.5511377065	5.03847693100002	1.02	1.04	0.892	2.128	B17	HIST1H4B	N/A
2	334	1.5	N22	neg	neg	192.193368388	185.923125352	189.05824687	-6.27024303600001	1.08	1	3.111	-0.105	NA	NA	NA
4	201	1.49	I09	sample	sample	191.856422871	186.73631166	189.2963672655	-5.12011121099999	1.05	1.04	2.226	0.76	I9	KNSTRN	N/A
2	228	1.49	J12	sample	sample	183.060985684	202.641752649	192.8513691665	19.580766965	1.02	1.09	0.756	2.226	J12	HIST1H4H	N/A
3	296	1.48	M08	sample	sample	192.912012352	181.107596756	187.009804554	-11.804415596	1.08	1.02	2.059	0.895	M8	HIST1H2AB	N/A
1	141	1.47	F21	sample	sample	189.663737634	204.200368362	196.932052998	14.536630728	1.07	1.14	0.084	2.852	F21	NCOR2	N/A
1	287	1.44	L23	pos2	pos2	186.129221009	186.427633859	186.278427434	0.298412850000005	1.05	1.05	1.78	1.108	NA	NA	NA
1	286	1.44	L22	neg	neg	178.590600649	196.201903528	187.3962520885	17.611302879	1	1.1	0.35	2.53	NA	NA	NA
3	160	1.43	G16	sample	sample	180.082370158	186.509744474	183.296057316	6.427374316	1	1.05	0.913	1.937	G16	POLR2I	N/A
3	327	1.42	N15	sample	sample	190.647561314	182.067672157	186.3576167355	-8.579889157	1.06	1.03	2.663	0.185	N15	BRD8	N/A
3	88	1.4	D16	sample	sample	183.155364284	178.123268656	180.63931647	-5.03209562800001	1.02	1	2.102	0.706	D16	MBD3L3	N/A
3	311	1.4	M23	pos	pos	183.64464811	188.189019172	185.916833641	4.54437106200001	1.02	1.06	0.612	2.188	NA	NA	NA
3	98	1.39	E02	sample	sample	184.160056671	187.231907109	185.69598189	3.07185043799998	1.03	1.06	0.942	1.831	E2	SUDS3	N/A
1	95	1.38	D23	pos2	pos2	192.233392514	182.422415215	187.3279038645	-9.810977299	1.08	1.02	2.414	0.348	NA	NA	NA
4	94	1.38	D22	neg	neg	196.312901921	178.806428058	187.5596649895	-17.506473863	1.08	0.997	2.558	0.199	NA	NA	NA
3	232	1.36	J16	sample	sample	172.996218872	182.840820267	177.9185195695	9.84460139500001	0.965	1.03	0.659	2.059	J16	TAF1D	N/A
1	254	1.36	K14	sample	sample	191.075806777	176.057732551	183.566769664	-15.018074226	1.07	0.987	2.252	0.462	K14	PHF13	N/A
1	142	1.36	F22	neg	neg	185.165857107	191.506633233	188.33624517	6.34077612600001	1.04	1.07	0.917	1.793	NA	NA	NA
4	66	1.35	C18	sample	sample	189.064430449	180.848689292	184.9565598705	-8.21574115700002	1.04	1.01	1.576	1.124	C18	SMC5	N/A
2	164	1.34	G20	sample	sample	182.437654178	189.336250213	185.8869521955	6.898596035	1.02	1.02	1.56	1.113	G20	PKN1	N/A
1	85	1.33	D13	sample	sample	183.268927089	190.967080161	187.118003625	7.69815307200003	1.03	1.07	1.267	1.393	D13	KDM1A	N/A
3	335	1.33	N23	pos2	pos2	190.531988603	180.862179492	185.6970840475	-9.66980911100001	1.06	1.02	2.183	0.471	NA	NA	NA
1	86	1.33	D14	sample	sample	190.848268334	181.485003526	186.16663593	-9.363264808	1.07	1.02	1.558	1.096	D14	FAAP24	N/A
4	314	1.32	N02	sample	sample	187.257270969	177.050933526	182.1541022475	-10.206337443	1.03	0.987	2.134	0.516	N2	SOX17	N/A
1	236	1.32	J20	sample	sample	199.135872521	181.702188022	190.4190302715	-17.433684499	1.12	1.02	2.638	-0.004	J20	TRIM37	N/A
2	302	1.3	M14	sample	sample	186.84253696	194.766976778	190.804756869	7.924439818	1.05	1.05	0.737	1.869	M14	HP1BP3	N/A
1	143	1.3	F23	pos2	pos2	188.827186534	185.969692546	187.39843954	-2.85749398799999	1.06	1.04	1.611	0.988	NA	NA	NA
2	94	1.3	D22	neg	neg	186.547326714	188.213988772	187.380657743	1.66666205799999	1.04	1.01	2.132	0.464	NA	NA	NA
1	203	1.29	I11	sample	sample	184.870564408	196.106049884	190.488307146	11.235485476	1.04	1.1	0.38	2.203	I11	MRGBP	N/A
3	325	1.29	N13	sample	sample	185.105116495	191.755924214	188.4305203545	6.650807719	1.03	1.08	1.039	1.543	N13	ATAD2B	N/A
4	215	1.29	I23	pos	pos	199.244323413	175.868238446	187.5562809295	-23.376084967	1.09	0.98	3.386	-0.807	NA	NA	NA
1	62	1.28	C14	sample	sample	178.607982376	191.848422861	185.2282026185	13.240440485	1	1.08	-0.019	2.582	C14	GSK3A	N/A
3	286	1.27	L22	neg	neg	183.567515093	182.1676307	182.8675728965	-1.39988439300001	1.02	1.03	0.898	1.648	NA	NA	NA
