plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	Well2	GeneSymbol	GeneID
1	350	2.42	O14	sample	sample	1081	1657	1369	576	1.34	1.72	2.695	2.145	O14	DICER1	N/A
3	26	2.29	B02	sample	sample	1805	1501	1653	-304	1.87	1.8	1.074	3.5	B2	AAAS	N/A
2	41	2.28	B17	sample	sample	1148	1609	1378.5	461	1.3	1.48	1.113	3.441	B17	BEND3	N/A
1	326	2.28	N14	sample	sample	1117	1305	1211	188	1.38	1.36	2.851	1.702	N14	CBX4	N/A
4	327	2.26	N15	sample	sample	1885	1689	1787	-196	1.68	1.64	2.019	2.496	N15	ORC4	N/A
2	234	2.21	J18	sample	sample	1026	1350	1188	324	1.16	1.24	1.819	2.603	J18	CDYL	N/A
1	258	2.19	K18	sample	sample	960	1318	1139	358	1.19	1.37	1.584	2.794	K18	YY1	N/A
4	248	2.17	K08	sample	sample	1915	1332	1623.5	-583	1.71	1.29	2.591	1.741	K8	DYNLL1	N/A
1	154	2.16	G10	sample	sample	907	1315	1111	408	1.12	1.37	1.376	2.935	G10	PARP14	N/A
3	60	2.14	C12	sample	sample	1242	1118	1180	-124	1.29	1.34	1.835	2.444	C12	UBTF	N/A
4	351	2.11	O15	sample	sample	1686	1886	1786	200	1.5	1.83	0.937	3.283	O15	ORC5	N/A
3	224	2.1	J08	sample	sample	1741	1146	1443.5	-595	1.8	1.37	2.423	1.775	J8	L3MBTL2	N/A
3	85	2.08	D13	sample	sample	1724	1016	1370	-708	1.79	1.22	2.758	1.407	D13	SIRT7	N/A
1	59	2.05	C11	sample	sample	1063	1146	1104.5	83	1.31	1.19	2.266	1.839	C11	AGO2	N/A
2	106	2.04	E10	sample	sample	1209	1237	1223	28	1.37	1.14	2.535	1.549	E10	SUMO1	N/A
1	50	1.98	C02	sample	sample	1168	1262	1215	94	1.44	1.31	2.997	0.967	C2	EIF4G1	N/A
2	141	1.96	F21	sample	sample	1199	1331	1265	132	1.36	1.23	2.549	1.363	F21	KAT2B	N/A
1	213	1.94	I21	sample	sample	1161	1129	1145	-32	1.44	1.17	1.956	1.92	I21	GMNC	N/A
2	50	1.93	C02	sample	sample	1283	1524	1403.5	241	1.45	1.41	1.407	2.462	C2	LEO1	N/A
4	105	1.93	E09	sample	sample	1498	1369	1433.5	-129	1.33	1.33	1.342	2.51	E9	KIF18A	N/A
4	176	1.91	H08	sample	sample	1777	1524	1650.5	-253	1.58	1.48	1.884	1.928	H8	DYNC1I1	N/A
3	321	1.89	N09	sample	sample	1732	1237	1484.5	-495	1.79	1.48	1.352	2.434	N9	MBTD1	N/A
3	108	1.87	E12	sample	sample	1473	914	1193.5	-559	1.53	1.09	2.898	0.838	E12	MBD5	N/A
2	62	1.85	C14	sample	sample	1322	1035	1178.5	-287	1.5	0.954	3.726	-0.023	C14	L3MBTL3	N/A
1	201	1.83	I09	sample	sample	1105	1191	1148	86	1.37	1.24	2.601	1.067	I9	SIRT5	N/A
4	150	1.83	G06	sample	sample	1317	1215	1266	-102	1.17	1.18	1.763	1.896	G6	ASXL3	N/A
2	139	1.8	F19	sample	sample	1210	1057	1133.5	-153	1.37	0.975	3.412	0.189	F19	TIPARP	N/A
3	269	1.79	L05	sample	sample	1435	1082	1258.5	-353	1.49	1.29	2.235	1.336	L5	TSPYL1	N/A
2	320	1.76	N08	sample	sample	1169	1561	1365	392	1.32	1.44	1.106	2.413	N8	CD3EAP	N/A
2	198	1.75	I06	sample	sample	1190	1199	1194.5	9	1.35	1.11	1.946	1.561	I6	TBL1X	N/A
2	202	1.74	I10	sample	sample	1020	1363	1191.5	343	1.16	1.26	0.912	2.569	I10	POLQ	N/A
2	146	1.73	G02	sample	sample	1300	1355	1327.5	55	1.47	1.25	1.713	1.744	G2	RNF2	N/A
3	74	1.73	D02	sample	sample	1787	1412	1599.5	-375	1.85	1.69	0.529	2.927	D2	ELP3	N/A
3	344	1.71	O08	sample	sample	1580	1135	1357.5	-445	1.64	1.36	1.997	1.427	O8	NUP98	N/A
2	102	1.71	E06	sample	sample	967	1405	1186	438	1.1	1.3	0.734	2.677	E6	SETDB2	N/A
3	284	1.7	L20	sample	sample	1247	1137	1192	-110	1.29	1.36	1.611	1.796	L20	HIST1H4L	N/A
1	52	1.69	C04	sample	sample	721	1324	1022.5	603	0.891	1.38	-0.013	3.391	C4	PHF2	N/A
4	43	1.68	B19	sample	sample	1400	1370	1385	-30	1.25	1.33	1.014	2.352	B19	ICE2	N/A
4	30	1.68	B06	sample	sample	1595	1077	1336	-518	1.42	1.05	2.333	1.024	B6	WDR5B	N/A
4	85	1.68	D13	sample	sample	1640	1191	1415.5	-449	1.46	1.16	1.718	1.635	D13	SKA1	N/A
2	231	1.65	J15	sample	sample	1239	1451	1345	212	1.4	1.34	1.952	1.353	J15	CHD8	N/A
1	269	1.64	L05	sample	sample	878	1290	1084	412	1.09	1.34	0.386	2.886	L5	ING2	N/A
2	149	1.63	G05	sample	sample	1054	1206	1130	152	1.19	1.11	1.36	1.9	G5	SUMO3	N/A
1	153	1.62	G09	sample	sample	753	1485	1119	732	0.931	1.54	-0.163	3.404	G9	MTF2	N/A
4	148	1.6	G04	sample	sample	1414	1128	1271	-286	1.26	1.1	2.193	1.011	G4	SS18	N/A
3	134	1.59	F14	sample	sample	1728	705	1216.5	-1023	1.79	0.843	3.434	-0.258	F14	BMP4	N/A
4	29	1.58	B05	sample	sample	1821	988	1404.5	-833	1.62	0.96	3.164	0.005	B5	TAF1	N/A
2	308	1.57	M20	sample	sample	879	1445	1162	566	0.995	1.33	1.2	1.946	M20	CENPN	N/A
3	301	1.57	M13	sample	sample	806	1272	1039	466	0.835	1.52	-0.353	3.493	M13	L3MBTL1	N/A
3	183	1.57	H15	sample	sample	1533	1237	1385	-296	1.59	1.48	0.636	2.495	H15	RAD50	N/A
1	106	1.55	E10	sample	sample	870	1215	1042.5	345	1.08	1.26	1.44	1.665	E10	HMBOX1	N/A
4	126	1.55	F06	sample	sample	1055	1398	1226.5	343	0.939	1.36	0.32	2.78	F6	YY2	N/A
2	154	1.55	G10	sample	sample	1142	1115	1128.5	-27	1.29	1.03	1.95	1.149	G10	HDAC11	N/A
1	155	1.54	G11	sample	sample	973	1058	1015.5	85	1.2	1.1	1.747	1.34	G11	IGF2	N/A
4	64	1.54	C16	sample	sample	1574	1317	1445.5	-257	1.4	1.28	1.388	1.688	C16	MCM2	N/A
2	126	1.53	F06	sample	sample	1124	1175	1149.5	51	1.27	1.08	1.545	1.508	F6	MECP2	N/A
4	224	1.53	J08	sample	sample	1916	1311	1613.5	-605	1.71	1.27	1.991	1.061	J8	DYNC1LI2	N/A
3	345	1.51	O09	sample	sample	1941	862	1401.5	-1079	2.01	1.03	3.147	-0.119	O9	PRDM14	N/A
4	200	1.51	I08	sample	sample	1619	1454	1536.5	-165	1.44	1.41	1.007	2.004	I8	DYNC1LI1	N/A
4	26	1.5	B02	sample	sample	1819	1656	1737.5	-163	1.62	1.61	1.488	1.513	B2	SOX30	N/A
3	304	1.5	M16	sample	sample	711	1118	914.5	407	0.736	1.34	0	2.997	M16	HMGA1	N/A
1	248	1.5	K08	sample	sample	842	1478	1160	636	1.04	1.54	0	2.994	K8	HIST1H4E	N/A
1	268	1.49	L04	sample	sample	969	1051	1010	82	1.2	1.09	1.484	1.492	L4	PARP2	N/A
1	75	1.48	D03	sample	sample	1079	948	1013.5	-131	1.33	0.986	2.696	0.258	D3	SIN3B	N/A
1	42	1.47	B18	sample	sample	1132	946	1039	-186	1.4	0.984	2.537	0.402	B18	EXOSC10	N/A
1	205	1.46	I13	sample	sample	792	1483	1137.5	691	0.979	1.54	-0.153	3.082	I13	CTBP1	N/A
1	28	1.46	B04	sample	sample	911	1166	1038.5	255	1.13	1.21	1.075	1.835	B4	SHPRH	N/A
2	207	1.45	I15	sample	sample	1297	1366	1331.5	69	1.47	1.26	2.109	0.796	I15	VRK1	N/A
4	88	1.45	D16	sample	sample	1366	1292	1329	-74	1.22	1.26	1.236	1.658	D16	MCM3	N/A
3	123	1.43	F03	sample	sample	1524	1025	1274.5	-499	1.58	1.23	2.06	0.808	F3	RAG1	N/A
3	36	1.43	B12	sample	sample	1196	1047	1121.5	-149	1.24	1.25	1.17	1.683	B12	CTCF	N/A
4	287	1.43	L23	pos2	pos2	1382	1159	1270.5	-223	1.23	1.13	1.532	1.321	NA	NA	NA
1	352	1.41	O16	sample	sample	1109	1238	1173.5	129	1.37	1.29	2.313	0.512	O16	NUP205	N/A
2	277	1.4	L13	sample	sample	1204	942	1073	-262	1.36	0.869	2.893	-0.084	L13	NSD3	N/A
4	321	1.4	N09	sample	sample	1868	1052	1460	-816	1.66	1.02	2.822	-0.025	N9	MEIKIN	N/A
2	273	1.4	L09	sample	sample	1196	1330	1263	134	1.35	1.23	1.85	0.942	L9	PRMT6	N/A
2	90	1.37	D18	sample	sample	826	1517	1171.5	691	0.935	1.4	-0.094	2.842	D18	L3MBTL4	N/A
3	191	1.36	H23	pos2	pos2	979	1305	1142	326	1.01	1.56	-0.144	2.869	NA	NA	NA
2	283	1.36	L19	sample	sample	739	1378	1058.5	639	0.837	1.27	0.603	2.119	L19	HIST1H3J	N/A
1	134	1.36	F14	sample	sample	778	1539	1158.5	761	0.962	1.6	0.021	2.699	F14	MSL3	N/A
4	163	1.35	G19	sample	sample	1592	961	1276.5	-631	1.42	0.934	2.576	0.127	G19	SRCAP	N/A
3	335	1.34	N23	pos2	pos2	1190	1226	1208	36	1.23	1.47	0.198	2.486	NA	NA	NA
4	323	1.34	N11	sample	sample	1469	1268	1368.5	-201	1.31	1.23	1.526	1.158	N11	SEPT6	N/A
1	26	1.33	B02	sample	sample	1064	1413	1238.5	349	1.32	1.47	1.479	1.171	B2	SCMH1	N/A
3	55	1.32	C07	sample	sample	1043	1100	1071.5	57	1.08	1.32	0.717	1.926	C7	SIRT1	N/A
1	74	1.32	D02	sample	sample	1030	1379	1204.5	349	1.27	1.43	1.918	0.724	D2	AURKC	N/A
1	292	1.31	M04	sample	sample	823	1120	971.5	297	1.02	1.16	1.257	1.368	M4	BANP	N/A
1	294	1.3	M06	sample	sample	678	1466	1072	788	0.838	1.52	-0.244	2.838	M6	NDC1	N/A
1	158	1.29	G14	sample	sample	751	1377	1064	626	0.928	1.43	-0.021	2.608	G14	HIST1H4C	N/A
1	329	1.29	N17	sample	sample	1049	1034	1041.5	-15	1.3	1.08	1.972	0.603	N17	NIPBL	N/A
1	142	1.29	F22	neg	neg	1160	846	1003	-314	1.43	0.88	3.265	-0.694	NA	NA	NA
3	175	1.28	H07	sample	sample	1527	899	1213	-628	1.58	1.08	2.391	0.174	H7	H3F3A	N/A
2	261	1.25	K21	sample	sample	1012	1375	1193.5	363	1.15	1.27	1.049	1.46	K21	SPTY2D1	N/A
3	112	1.25	E16	sample	sample	1076	864	970	-212	1.11	1.03	1.564	0.943	E16	TAF1B	N/A
3	150	1.25	G06	sample	sample	1343	792	1067.5	-551	1.39	0.947	2.695	-0.196	G6	ALKBH1	N/A
4	102	1.25	E06	sample	sample	1080	1204	1142	124	0.962	1.17	0.237	2.261	E6	SCML2	N/A
4	298	1.24	M10	sample	sample	1575	1238	1406.5	-337	1.4	1.2	1.383	1.088	M10	PELI1	N/A
1	324	1.23	N12	sample	sample	1005	884	944.5	-121	1.24	0.919	2.635	-0.169	N12	ACTR5	N/A
3	135	1.23	F15	sample	sample	1741	907	1324	-834	1.8	1.08	1.716	0.745	F15	MBD6	N/A
2	37	1.23	B13	sample	sample	1196	1132	1164	-64	1.35	1.04	1.673	0.778	B13	TNRC6A	N/A
3	136	1.22	F16	sample	sample	1147	823	985	-324	1.19	0.984	1.498	0.937	F16	DDB2	N/A
1	229	1.22	J13	sample	sample	976	1313	1144.5	337	1.21	1.37	0.984	1.45	J13	HDAC6	N/A
2	252	1.21	K12	sample	sample	1154	1092	1123	-62	1.31	1.01	1.947	0.482	K12	RNF20	N/A
1	98	1.2	E02	sample	sample	833	1513	1173	680	1.03	1.57	0.699	1.698	E2	RLIM	N/A
2	304	1.2	M16	sample	sample	842	1312	1077	470	0.954	1.21	0.079	2.316	M16	KDM2B	N/A
1	78	1.18	D06	sample	sample	887	1147	1017	260	1.1	1.19	1.386	0.973	D6	INO80	N/A
1	233	1.18	J17	sample	sample	893	1469	1181	576	1.1	1.53	0.11	2.249	J17	RING1	N/A
2	280	1.18	L16	sample	sample	995	1039	1017	44	1.13	0.958	1.716	0.643	L16	KDM6A	N/A
3	158	1.18	G14	sample	sample	788	1183	985.5	395	0.816	1.42	-0.431	2.788	G14	IFI16	N/A
2	143	1.16	F23	pos2	pos2	898	1318	1108	420	1.02	1.22	0.25	2.077	NA	NA	NA
2	296	1.16	M08	sample	sample	1208	1274	1241	66	1.37	1.17	1.314	1.008	M8	HIC1	N/A
3	89	1.16	D17	sample	sample	1464	828	1146	-636	1.52	0.99	2.194	0.119	D17	H2AFY	N/A
3	75	1.15	D03	sample	sample	1680	960	1320	-720	1.74	1.15	2.205	0.096	D3	SNW1	N/A
4	306	1.15	M18	sample	sample	1035	1472	1253.5	437	0.922	1.43	-0.102	2.395	M18	AKAP8L	N/A
4	50	1.14	C02	sample	sample	2070	1554	1812	-516	1.84	1.51	1.433	0.854	C2	SOX12	N/A
1	184	1.14	H16	sample	sample	1160	982	1071	-178	1.43	1.02	2.488	-0.211	H16	OTUB1	N/A
1	61	1.14	C13	sample	sample	841	1162	1001.5	321	1.04	1.21	0.359	1.915	C13	GLMN	N/A
3	349	1.13	O13	sample	sample	859	1231	1045	372	0.89	1.47	-0.479	2.743	O13	TOP1	N/A
1	342	1.13	O06	sample	sample	875	1361	1118	486	1.08	1.42	1.205	1.046	O6	TET2	N/A
2	272	1.12	L08	sample	sample	1081	1293	1187	212	1.22	1.19	1.024	1.214	L8	MEIOB	N/A
2	281	1.12	L17	sample	sample	1155	1004	1079.5	-151	1.31	0.926	2.326	-0.092	L17	TTC5	N/A
1	104	1.12	E08	sample	sample	1014	1010	1012	-4	1.25	1.05	2.22	0.013	E8	HAT1	N/A
4	71	1.11	C23	pos	pos	1407	1443	1425	36	1.25	1.4	-0.089	2.31	NA	NA	NA
1	332	1.09	N20	sample	sample	1052	1011	1031.5	-41	1.3	1.05	1.511	0.679	N20	HIST1H2AJ	N/A
1	347	1.08	O11	sample	sample	1023	1216	1119.5	193	1.26	1.26	1.981	0.182	O11	SMYD1	N/A
2	309	1.08	M21	sample	sample	1003	1325	1164	322	1.14	1.22	1.049	1.105	M21	TDRD1	N/A
1	304	1.06	M16	sample	sample	854	1251	1052.5	397	1.06	1.3	0.35	1.78	M16	ELAVL1	N/A
3	311	1.06	M23	pos	pos	1083	969	1026	-114	1.12	1.16	0.934	1.191	NA	NA	NA
4	137	1.06	F17	sample	sample	1564	1040	1302	-524	1.39	1.01	2.297	-0.173	F17	RELA	N/A
1	272	1.06	L08	sample	sample	949	1271	1110	322	1.17	1.32	0.271	1.852	L8	KANSL3	N/A
1	273	1.06	L09	sample	sample	900	1292	1096	392	1.11	1.34	0.16	1.958	L9	BAZ2B	N/A
3	178	1.06	H10	sample	sample	1311	1044	1177.5	-267	1.36	1.25	1.278	0.837	H10	IPO8	N/A
3	47	1.05	B23	pos2	pos2	936	1213	1074.5	277	0.969	1.45	-0.289	2.393	NA	NA	NA
4	349	1.05	O13	sample	sample	1351	1257	1304	-94	1.2	1.22	0.672	1.426	O13	SYCP3	N/A
4	232	1.05	J16	sample	sample	1010	1412	1211	402	0.899	1.37	-0.028	2.12	J16	MCM9	N/A
1	283	1.03	L19	sample	sample	1193	794	993.5	-399	1.47	0.826	2.772	-0.704	L19	NAP1L5	N/A
1	108	1.03	E12	sample	sample	889	896	892.5	7	1.1	0.932	2.371	-0.304	E12	NAP1L2	N/A
3	201	1.03	I09	sample	sample	1164	1157	1160.5	-7	1.21	1.38	-0.171	2.23	I9	USP16	N/A
2	162	1.02	G18	sample	sample	713	1297	1005	584	0.807	1.2	-0.378	2.427	G18	RANBP2	N/A
3	300	1.02	M12	sample	sample	1007	905	956	-102	1.04	1.08	0.88	1.155	M12	SUPT16H	N/A
3	355	1.01	O19	sample	sample	1066	1041	1053.5	-25	1.1	1.25	0.662	1.366	O19	BRD9	N/A
4	185	1.01	H17	sample	sample	1453	1187	1320	-266	1.29	1.15	1.829	0.195	H17	NCAPG2	N/A
2	195	1.01	I03	sample	sample	1180	1087	1133.5	-93	1.34	1	0.783	1.239	I3	TFAP2C	N/A
1	320	1.01	N08	sample	sample	849	1328	1088.5	479	1.05	1.38	-0.007	2.027	N8	DGCR8	N/A
2	318	1.01	N06	sample	sample	1011	1252	1131.5	241	1.14	1.15	0.676	1.342	N6	METTL3	N/A
4	175	1.01	H07	sample	sample	862	1105	983.5	243	0.768	1.07	0.644	1.372	H7	CENPX	N/A
2	159	1.01	G15	sample	sample	1169	1306	1237.5	137	1.32	1.2	1.427	0.585	G15	SPOUT1	N/A
2	220	1	J04	sample	sample	817	1300	1058.5	483	0.925	1.2	0.009	2.001	J4	CREBBP	N/A
3	82	1	D10	sample	sample	1649	838	1243.5	-811	1.71	1	2.385	-0.376	D10	HIST1H2AK	N/A
1	146	1	G02	sample	sample	843	1375	1109	532	1.04	1.43	0.395	1.613	G2	TSNAX	N/A
2	298	1	M10	sample	sample	1025	1162	1093.5	137	1.16	1.07	0.848	1.158	M10	HIRA	N/A
1	85	1	D13	sample	sample	1057	913	985	-144	1.31	0.95	2.418	-0.412	D13	KDM1A	N/A
2	112	1	E16	sample	sample	888	1150	1019	262	1.01	1.06	0.817	1.182	E16	NFKB1	N/A
1	46	1	B22	neg	neg	1026	1042	1034	16	1.27	1.08	1.4	0.596	NA	NA	NA
2	158	1	G14	sample	sample	1084	937	1010.5	-147	1.23	0.864	2.277	-0.284	G14	KCNQ1	N/A
2	248	0.99	K08	sample	sample	1101	1341	1221	240	1.25	1.24	0.516	1.473	K8	AUTS2	N/A
1	156	0.99	G12	sample	sample	641	1214	927.5	573	0.792	1.26	-0.219	2.207	G12	ADAR	N/A
1	222	0.99	J06	sample	sample	945	1190	1067.5	245	1.17	1.24	1.185	0.802	J6	PRDM13	N/A
1	77	0.99	D05	sample	sample	825	1097	961	272	1.02	1.14	0.762	1.222	D5	NAP1L1	N/A
4	52	0.99	C04	sample	sample	1550	1165	1357.5	-385	1.38	1.13	0.925	1.048	C4	FAAP100	N/A
4	199	0.98	I07	sample	sample	889	1019	954	130	0.792	0.99	0.607	1.358	I7	CHAMP1	N/A
4	273	0.98	L09	sample	sample	1326	1117	1221.5	-209	1.18	1.09	0.861	1.103	L9	MAD1L1	N/A
1	51	0.98	C03	sample	sample	1016	738	877	-278	1.26	0.768	1.993	-0.029	C3	BPTF	N/A
3	222	0.98	J06	sample	sample	1258	851	1054.5	-407	1.3	1.02	1.744	0.211	J6	HELLS	N/A
3	320	0.98	N08	sample	sample	1326	1203	1264.5	-123	1.37	1.44	0	1.953	N8	HIST1H2AH	N/A
2	77	0.98	D05	sample	sample	1096	1190	1143	94	1.24	1.1	1.156	0.796	D5	BRD2	N/A
1	152	0.96	G08	sample	sample	1119	739	929	-380	1.38	0.769	2.759	-0.831	G8	ZC3H7B	N/A
1	160	0.96	G16	sample	sample	892	1020	956	128	1.1	1.06	0.6	1.329	G16	H3F3C	N/A
3	286	0.96	L22	neg	neg	1227	867	1047	-360	1.27	1.04	1.367	0.559	NA	NA	NA
3	139	0.96	F19	sample	sample	994	1032	1013	38	1.03	1.23	0.236	1.674	F19	PHC2	N/A
1	195	0.95	I03	sample	sample	734	1296	1015	562	0.907	1.35	-0.584	2.488	I3	HPF1	N/A
2	179	0.95	H11	sample	sample	1096	1288	1192	192	1.24	1.19	0.516	1.383	H11	SIRT6	N/A
3	186	0.95	H18	sample	sample	991	1136	1063.5	145	1.03	1.36	0.093	1.802	H18	MORF4L2	N/A
3	151	0.95	G07	sample	sample	828	1148	988	320	0.858	1.37	-0.244	2.138	G7	CTBP2	N/A
3	106	0.94	E10	sample	sample	951	1150	1050.5	199	0.985	1.38	0.185	1.703	E10	HDAC5	N/A
4	198	0.94	I06	sample	sample	1425	907	1166	-518	1.27	0.881	1.875	0.008	I6	ANAPC16	N/A
2	91	0.94	D19	sample	sample	747	1483	1115	736	0.846	1.37	-0.122	2.003	D19	NEIL2	N/A
2	350	0.94	O14	sample	sample	1037	1175	1106	138	1.17	1.08	1.61	0.263	O14	MIER1	N/A
2	191	0.93	H23	pos2	pos2	918	1283	1100.5	365	1.04	1.18	0.11	1.753	NA	NA	NA
3	54	0.93	C06	sample	sample	1141	817	979	-324	1.18	0.977	1.778	0.073	C6	SATB2	N/A
3	329	0.92	N17	sample	sample	1048	1072	1060	24	1.09	1.28	0.126	1.722	N17	SMARCA2	N/A
2	151	0.92	G07	sample	sample	842	1223	1032.5	381	0.954	1.13	0.334	1.505	G7	AHCTF1	N/A
2	204	0.91	I12	sample	sample	1007	1117	1062	110	1.14	1.03	1.096	0.727	I12	RBBP4	N/A
1	110	0.91	E14	sample	sample	762	1279	1020.5	517	0.942	1.33	0.469	1.35	E14	PUM1	N/A
2	275	0.91	L11	sample	sample	1066	1202	1134	136	1.21	1.11	1.019	0.792	L11	ZC3H10	N/A
1	76	0.9	D04	sample	sample	728	1172	950	444	0.9	1.22	0.193	1.616	D4	NUP155	N/A
4	62	0.9	C14	sample	sample	1710	1188	1449	-522	1.52	1.15	1.096	0.697	C14	TP53BP1	N/A
3	271	0.9	L07	sample	sample	1071	945	1008	-126	1.11	1.13	0.731	1.061	L7	RBPJ	N/A
4	352	0.89	O16	sample	sample	1228	1263	1245.5	35	1.09	1.23	0.875	0.912	O16	EME1	N/A
2	330	0.89	N18	sample	sample	1188	899	1043.5	-289	1.35	0.829	2.653	-0.87	N18	APOBEC3A	N/A
3	208	0.89	I16	sample	sample	1260	599	929.5	-661	1.31	0.717	2.291	-0.51	I16	CENPK	N/A
4	320	0.89	N08	sample	sample	1849	1130	1489.5	-719	1.65	1.1	1.78	0	N8	FBXO28	N/A
2	61	0.89	C13	sample	sample	1007	1091	1049	84	1.14	1.01	1.061	0.716	C13	UBN1	N/A
2	249	0.87	K09	sample	sample	1107	1371	1239	264	1.25	1.26	0.592	1.156	K9	MTRR	N/A
2	339	0.87	O03	sample	sample	1154	1220	1187	66	1.31	1.12	0.459	1.286	O3	MNAT1	N/A
3	110	0.86	E14	sample	sample	983	975	979	-8	1.02	1.17	0.463	1.26	E14	BRCC3	N/A
3	113	0.86	E17	sample	sample	1102	839	970.5	-263	1.14	1	1.507	0.21	E17	PCGF3	N/A
3	223	0.85	J07	sample	sample	1269	901	1085	-368	1.31	1.08	1.174	0.525	J7	PAXIP1	N/A
4	238	0.85	J22	neg	neg	1424	1153	1288.5	-271	1.27	1.12	1.132	0.563	NA	NA	NA
2	206	0.84	I14	sample	sample	880	1166	1023	286	0.997	1.08	0.675	1.014	I14	MBD3L1	N/A
4	82	0.84	D10	sample	sample	1814	970	1392	-844	1.62	0.943	2.082	-0.395	D10	NDE1	N/A
4	135	0.84	F15	sample	sample	1574	1340	1457	-234	1.4	1.3	1.003	0.681	F15	BECN1	N/A
2	291	0.84	M03	sample	sample	1075	1179	1127	104	1.22	1.09	-0.038	1.714	M3	TET1	N/A
4	44	0.84	B20	sample	sample	943	1145	1044	202	0.84	1.11	0.674	0.999	B20	NOC2L	N/A
2	28	0.83	B04	sample	sample	1130	1118	1124	-12	1.28	1.03	1.241	0.424	B4	KAT7	N/A
4	197	0.83	I05	sample	sample	1201	1173	1187	-28	1.07	1.14	0.664	1	I5	TAF6	N/A
4	167	0.83	G23	pos	pos	1066	1254	1160	188	0.949	1.22	0.249	1.412	NA	NA	NA
2	47	0.83	B23	pos2	pos2	929	1372	1150.5	443	1.05	1.27	-0.27	1.928	NA	NA	NA
1	282	0.83	L18	sample	sample	860	1107	983.5	247	1.06	1.15	0.021	1.63	L18	HYPM	N/A
4	234	0.82	J18	sample	sample	1122	1327	1224.5	205	0.999	1.29	0.258	1.391	J18	H1F0	N/A
1	351	0.82	O15	sample	sample	1095	1480	1287.5	385	1.35	1.54	1.498	0.15	O15	KDM2A	N/A
3	342	0.81	O06	sample	sample	805	1106	955.5	301	0.834	1.32	0.002	1.62	O6	BRD3	N/A
3	260	0.81	K20	sample	sample	1252	931	1091.5	-321	1.3	1.11	1.453	0.167	K20	BAZ2A	N/A
3	147	0.8	G03	sample	sample	1346	916	1131	-430	1.39	1.1	1.629	-0.022	G3	ZC3H7A	N/A
2	233	0.8	J17	sample	sample	1076	1021	1048.5	-55	1.22	0.941	1.538	0.062	J17	PIWIL2	N/A
4	98	0.79	E02	sample	sample	1305	1683	1494	378	1.16	1.64	-0.603	2.183	E2	SOX14	N/A
2	344	0.79	O08	sample	sample	1138	1347	1242.5	209	1.29	1.24	0.786	0.786	O8	HIST1H2AA	N/A
1	244	0.78	K04	sample	sample	904	792	848	-112	1.12	0.824	1.584	-0.02	K4	UCHL5	N/A
3	298	0.78	M10	sample	sample	1248	829	1038.5	-419	1.29	0.992	1.604	-0.041	M10	KDM5A	N/A
3	220	0.78	J04	sample	sample	1144	1100	1122	-44	1.18	1.32	0.544	1.017	J4	SIRT3	N/A
1	298	0.78	M10	sample	sample	974	864	919	-110	1.2	0.899	2.057	-0.497	M10	DYDC2	N/A
4	47	0.78	B23	pos2	pos2	1309	1178	1243.5	-131	1.17	1.14	0.661	0.891	NA	NA	NA
1	92	0.78	D20	sample	sample	921	1134	1027.5	213	1.14	1.18	0.587	0.964	D20	EP400	N/A
