plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	Well2	GeneSymbol	GeneID
2	161	2.28	G17	sample	sample	8.17578579744	7.14893617021	7.662360983825	-1.02684962723	1.21	1.1	3.544	1.007	G17	MED25	N/A
2	83	2.26	D11	sample	sample	7.78227848101	7.40387858347	7.59307853224	-0.37839989754	1.15	1.14	1.649	2.861	D11	HIST1H2AL	N/A
1	341	2.22	O05	sample	sample	7.6640776699	7.31134352373	7.487710596815	-0.35273414617	1.17	1.14	2.282	2.16	O5	SMARCA5	N/A
4	119	2.16	E23	pos	pos	8.02488687783	7.390969163	7.707928020415	-0.633917714829999	1.18	1.11	2.565	1.758	NA	NA	NA
3	83	2.15	D11	sample	sample	7.43224461432	7.6251541307	7.52869937251	0.19290951638	1.16	1.21	1.698	2.611	D11	NUP88	N/A
2	71	2.1	C23	pos	pos	7.43849206349	7.22577777778	7.332134920635	-0.21271428571	1.1	1.12	1.823	2.372	NA	NA	NA
1	311	2.07	M23	pos	pos	6.59817351598	8.07307692308	7.33562521953	1.4749034071	1.01	1.26	0.77	3.366	NA	NA	NA
1	119	2.06	E23	pos	pos	7.19152276295	7.26518691589	7.22835483942	0.0736641529400002	1.1	1.13	1.856	2.261	NA	NA	NA
2	134	2.04	F14	sample	sample	7.66823529412	7.91036088475	7.789298089435	0.242125590630001	1.14	1.22	1.381	2.692	F14	SAFB	N/A
2	115	2.03	E19	sample	sample	8.04668674699	6.2900172117	7.168351979345	-1.75666953529	1.19	0.971	3.497	0.557	E19	HDAC3	N/A
4	152	2	G08	sample	sample	7.62039045553	8.02193995381	7.82116520467	0.40154949828	1.12	1.21	1.411	2.597	G8	DSN1	N/A
3	167	2	G23	pos	pos	7.28553459119	7.29896907216	7.292251831675	0.01343448097	1.14	1.16	1.934	2.069	NA	NA	NA
1	164	1.99	G20	sample	sample	7.54941176471	8.10585305106	7.827632407885	0.55644128635	1.15	1.26	1.817	2.169	G20	HMGB1	N/A
4	205	1.98	I13	sample	sample	7.32692307692	8.30092592593	7.813924501425	0.97400284901	1.08	1.25	1.12	2.847	I13	SPC24	N/A
4	179	1.97	H11	sample	sample	7.48673946958	7.37958818263	7.433163826105	-0.10715128695	1.1	1.11	2.5	1.443	H11	PPP2R5A	N/A
1	235	1.95	J19	sample	sample	8.02079002079	7.37457044674	7.697680233765	-0.646219574050001	1.22	1.15	2.623	1.276	J19	HIST1H3D	N/A
2	302	1.91	M14	sample	sample	7.45351758794	7.27399380805	7.363755697995	-0.17952377989	1.1	1.12	1.899	1.92	M14	HP1BP3	N/A
3	182	1.85	H14	sample	sample	7.27791563275	6.68181818182	6.979866907285	-0.59609745093	1.13	1.06	2.463	1.239	H14	PARPBP	N/A
2	225	1.82	J09	sample	sample	7.44943820225	7.19529837251	7.32236828738	-0.25413982974	1.1	1.11	1.661	1.97	J9	HIST1H2AG	N/A
4	347	1.81	O11	sample	sample	7.88520179372	7.5607028754	7.72295233456	-0.324498918320001	1.16	1.14	2.09	1.531	O11	SEPT7	N/A
2	167	1.81	G23	pos	pos	8.26057529611	6.7249614792	7.492768387655	-1.53561381691	1.22	1.04	3.222	0.391	NA	NA	NA
4	258	1.8	K18	sample	sample	8.04781997187	7.74554707379	7.89668352283	-0.30227289808	1.19	1.17	1.81	1.79	K18	SRPK1	N/A
1	215	1.79	I23	pos	pos	6.91617647059	7.41090425532	7.163540362955	0.49472778473	1.05	1.16	0.968	2.607	NA	NA	NA
3	322	1.78	N10	sample	sample	7.68080517613	7.36842105263	7.52461311438	-0.3123841235	1.2	1.17	1.659	1.902	N10	HIST1H1C	N/A
1	141	1.78	F21	sample	sample	7.57127659574	7.79746835443	7.684372475085	0.226191758690001	1.15	1.22	1.75	1.802	F21	NCOR2	N/A
2	324	1.75	N12	sample	sample	7.59364358683	7.19337016575	7.39350687629	-0.40027342108	1.13	1.11	1.412	2.097	N12	PARP1	N/A
3	339	1.75	O03	sample	sample	7.95148247978	7.65890183028	7.80519215503	-0.2925806495	1.24	1.22	2.178	1.32	O3	RSF1	N/A
3	200	1.74	I08	sample	sample	7.375	6.95103373232	7.16301686616	-0.42396626768	1.15	1.11	1.508	1.98	I8	ELL	N/A
3	88	1.74	D16	sample	sample	6.93194925029	7.19001610306	7.060982676675	0.25806685277	1.08	1.14	1.478	2.001	D16	MBD3L3	N/A
4	71	1.74	C23	pos	pos	7.04264392324	7.27165627166	7.15715009745	0.22901234842	1.04	1.1	1.574	1.897	NA	NA	NA
1	128	1.7	F08	sample	sample	7.71310507674	7.33714285714	7.52512396694	-0.3759622196	1.18	1.14	1.728	1.68	F8	ZBTB1	N/A
3	129	1.7	F09	sample	sample	7.7342192691	7.37460650577	7.554412887435	-0.35961276333	1.21	1.17	2.274	1.125	F9	FANCC	N/A
2	269	1.68	L05	sample	sample	8.22357019064	6.94881889764	7.58619454414	-1.274751293	1.22	1.07	3.352	0.005	L5	SUPT6H	N/A
1	177	1.62	H09	sample	sample	7.53935185185	7.2874015748	7.413376713325	-0.251950277050001	1.15	1.14	1.549	1.696	H9	H3F3B	N/A
2	355	1.62	O19	sample	sample	7.3462033462	7.11746680286	7.23183507453	-0.22873654334	1.09	1.1	1.6	1.644	O19	ALKBH2	N/A
2	199	1.62	I07	sample	sample	7.69628432956	7.77549019608	7.73588726282	0.0792058665199997	1.14	1.2	0.559	2.672	I7	HIST1H1E	N/A
4	125	1.62	F05	sample	sample	7.59536082474	7.17780172414	7.38658127444	-0.4175591006	1.12	1.08	2.341	0.889	F5	SENP3	N/A
2	108	1.61	E12	sample	sample	6.65066225166	7.22189781022	6.93628003094	0.57123555856	0.986	1.12	-0.025	3.237	E12	KAT5	N/A
3	295	1.57	M07	sample	sample	7.15299026426	7.77398373984	7.46348700205	0.620993475580001	1.12	1.24	0.669	2.464	M7	BRD4	N/A
4	210	1.57	I18	sample	sample	7.70071942446	7.77261613692	7.73666778069	0.0718967124600001	1.14	1.17	1.4	1.731	I18	SFPQ	N/A
4	311	1.56	M23	pos	pos	7.64976958525	7.71681415929	7.68329187227	0.0670445740400005	1.13	1.16	1.468	1.658	NA	NA	NA
2	218	1.54	J02	sample	sample	6.97463768116	7.06787762906	7.02125765511	0.0932399478999999	1.03	1.09	1.161	1.924	J2	UTY	N/A
3	119	1.54	E23	pos	pos	7.32932330827	7.0308310992	7.180077203735	-0.29849220907	1.14	1.12	1.666	1.418	NA	NA	NA
3	132	1.54	F12	sample	sample	6.98648648649	7.59951456311	7.2930005248	0.61302807662	1.09	1.21	1.05	2.026	F12	DDB1	N/A
4	291	1.52	M03	sample	sample	7.89899833055	7.51937984496	7.709189087755	-0.37961848559	1.16	1.13	1.625	1.423	M3	FANCF	N/A
2	103	1.52	E07	sample	sample	7.21915285451	7.330634278	7.274893566255	0.11148142349	1.07	1.13	0.362	2.685	E7	HIST1H3I	N/A
1	167	1.51	G23	pos	pos	7.63815789474	7	7.31907894737	-0.63815789474	1.16	1.09	2.068	0.954	NA	NA	NA
3	359	1.51	O23	pos	pos	7.36488549618	7.41223404255	7.388559769365	0.0473485463699994	1.15	1.18	1.087	1.924	NA	NA	NA
1	220	1.5	J04	sample	sample	7.47074468085	7.22077922078	7.345761950815	-0.24996546007	1.14	1.13	2.059	0.949	J4	CXXC1	N/A
2	359	1.49	O23	pos	pos	7.73156899811	7.14218009479	7.43687454645	-0.589388903320001	1.15	1.1	1.66	1.33	NA	NA	NA
2	278	1.48	L14	sample	sample	7.62276422764	7.09719934102	7.35998178433	-0.525564886620001	1.13	1.1	2.021	0.934	L14	POLR2A	N/A
1	351	1.47	O15	sample	sample	7.32054794521	6.94797297297	7.13426045909	-0.372574972240001	1.12	1.08	1.573	1.361	O15	KDM2A	N/A
4	110	1.46	E14	sample	sample	7.33820224719	7.30656934307	7.32238579513	-0.0316329041200003	1.08	1.1	1.536	1.375	E14	TTK	N/A
3	311	1.42	M23	pos	pos	7.6297322253	7.03095975232	7.33034598881	-0.59877247298	1.19	1.12	1.661	1.181	NA	NA	NA
1	126	1.42	F06	sample	sample	6.69133858268	7.74521651561	7.218277549145	1.05387793293	1.02	1.21	0.283	2.547	F6	HIST1H3G	N/A
4	295	1.4	M07	sample	sample	8.04274465692	7.33712121212	7.68993293452	-0.7056234448	1.19	1.11	2.323	0.482	M7	CLIP1	N/A
4	263	1.4	K23	pos	pos	7.72472924188	7.63952333664	7.68212628926	-0.0852059052400005	1.14	1.15	1.195	1.596	NA	NA	NA
3	38	1.39	B14	sample	sample	6.45360824742	6.47544642857	6.464527337995	0.0218381811499997	1.01	1.03	1.4	1.388	B14	NRDE2	N/A
1	75	1.39	D03	sample	sample	6.66635773865	7.47257383966	7.069465789155	0.80621610101	1.02	1.17	0.065	2.713	D3	SIN3B	N/A
3	126	1.39	F06	sample	sample	7.92986698912	6.98206278027	7.455964884695	-0.94780420885	1.24	1.11	2.288	0.484	F6	APOBEC2	N/A
4	359	1.38	O23	pos	pos	7.66810966811	7.47226277372	7.570186220915	-0.19584689439	1.13	1.13	1.222	1.544	NA	NA	NA
3	348	1.38	O12	sample	sample	6.8458781362	7.61500615006	7.23044214313	0.76912801386	1.07	1.21	0.14	2.619	O12	KDM1B	N/A
4	234	1.37	J18	sample	sample	7.39037433155	7.3421250942	7.366249712875	-0.0482492373500003	1.09	1.11	1.424	1.314	J18	H1F0	N/A
3	302	1.36	M14	sample	sample	7.50171821306	6.66941015089	7.085564181975	-0.83230806217	1.17	1.06	2.017	0.712	M14	HIST1H2AC	N/A
4	89	1.36	D17	sample	sample	7.21379310345	7.42459893048	7.319196016965	0.210805827030001	1.06	1.12	0.986	1.733	D17	TP73	N/A
2	130	1.34	F10	sample	sample	7.71277997365	7.48849372385	7.60063684875	-0.2242862498	1.14	1.16	0.903	1.769	F10	POLR2L	N/A
1	138	1.32	F18	sample	sample	7.49674054759	7.03300330033	7.26487192396	-0.46373724726	1.14	1.1	1.695	0.948	F18	TNKS1BP1	N/A
4	136	1.32	F16	sample	sample	7.72899159664	7.43201930813	7.580505452385	-0.29697228851	1.14	1.12	1.365	1.277	F16	MCM5	N/A
1	290	1.32	M02	sample	sample	6.7661971831	6.88497217069	6.825584676895	0.11877498759	1.03	1.07	1.666	0.971	M2	ELOF1	N/A
1	271	1.32	L07	sample	sample	6.71373056995	7.33147942158	7.022604995765	0.61774885163	1.02	1.14	0.736	1.901	L7	ZFP57	N/A
2	309	1.32	M21	sample	sample	6.83549351944	7.12528301887	6.980388269155	0.28978949943	1.01	1.1	0.617	2.014	M21	TDRD1	N/A
3	294	1.31	M06	sample	sample	7.5448392555	7.25508819539	7.399963725445	-0.28975106011	1.18	1.15	0.994	1.631	M6	EHMT2	N/A
4	167	1.3	G23	pos	pos	7.71106941839	7.45773524721	7.5844023328	-0.253334171180001	1.14	1.12	1.539	1.065	NA	NA	NA
3	267	1.3	L03	sample	sample	7.47037914692	7.33333333333	7.401856240125	-0.13704581359	1.16	1.17	1.716	0.884	L3	POLR2D	N/A
3	253	1.29	K13	sample	sample	7.12038523274	7.49535603715	7.307870634945	0.374970804409999	1.11	1.19	0.489	2.1	K13	SSRP1	N/A
2	257	1.28	K17	sample	sample	7.11007462687	7.41811527905	7.26409495296	0.30804065218	1.05	1.15	0.815	1.744	K17	MLH1	N/A
2	164	1.26	G20	sample	sample	7.53857791225	6.66471734893	7.10164763059	-0.87386056332	1.12	1.03	2.067	0.459	G20	PKN1	N/A
4	161	1.26	G17	sample	sample	7.55457227139	7.71680497925	7.63568862532	0.16223270786	1.11	1.16	0.887	1.631	G17	FOS	N/A
2	238	1.25	J22	neg	neg	7.34857142857	6.8312267658	7.089899097185	-0.517344662769999	1.09	1.06	1.519	0.978	NA	NA	NA
4	76	1.24	D04	sample	sample	7.56147986942	7.340625	7.45105243471	-0.22085486942	1.11	1.11	1.73	0.746	D4	FANCA	N/A
2	283	1.22	L19	sample	sample	7.13531799729	6.74673439768	6.941026197485	-0.38858359961	1.06	1.04	1.828	0.618	L19	HIST1H3J	N/A
1	84	1.22	D12	sample	sample	7.44331395349	6.47740440324	6.960359178365	-0.965909550249999	1.13	1.01	1.562	0.87	D12	PADI4	N/A
1	225	1.21	J09	sample	sample	6.85894495413	7.35203252033	7.10548873723	0.4930875662	1.05	1.15	0.614	1.815	J9	COPRS	N/A
1	188	1.21	H20	sample	sample	7.54834054834	7.3654676259	7.45690408712	-0.18287292244	1.15	1.15	1.746	0.682	H20	APOBEC3D	N/A
3	32	1.21	B08	sample	sample	7.07784431138	6.4	6.73892215569	-0.67784431138	1.1	1.02	1.478	0.94	B8	HIST1H2AE	N/A
2	215	1.2	I23	pos	pos	7.42246835443	7.40695296524	7.414710659835	-0.01551538919	1.1	1.14	0.662	1.742	NA	NA	NA
4	266	1.2	L02	sample	sample	7.40962099125	7.11311053985	7.26136576555	-0.2965104514	1.09	1.07	1.353	1.039	L2	SOX6	N/A
4	235	1.2	J19	sample	sample	7.22140608604	7.48512396694	7.35326502649	0.2637178809	1.06	1.13	1.144	1.248	J19	C17orf49	N/A
1	253	1.18	K13	sample	sample	7.20622568093	6.93220338983	7.06921453538	-0.274022291100001	1.1	1.08	1.147	1.211	K13	SMARCB1	N/A
3	227	1.18	J11	sample	sample	7.0737704918	7.21333333333	7.143551912565	0.139562841529999	1.1	1.15	0.751	1.601	J11	MOV10	N/A
1	355	1.17	O19	sample	sample	7.03716216216	7.66486486486	7.35101351351	0.627702702700001	1.07	1.2	-0.042	2.386	O19	MSL2	N/A
3	154	1.17	G10	sample	sample	6.94554455446	6.66261682243	6.804080688445	-0.282927732029999	1.08	1.06	1.395	0.949	G10	WTIP	N/A
1	243	1.17	K03	sample	sample	6.67076923077	7.25392296719	6.96234609898	0.58315373642	1.02	1.13	0.23	2.103	K3	AGO4	N/A
2	315	1.17	N03	sample	sample	7.01405152225	7.95030514385	7.48217833305	0.9362536216	1.04	1.23	0.018	2.316	N3	TRIM27	N/A
1	107	1.17	E11	sample	sample	7.1955922865	6.0351826793	6.6153874829	-1.1604096072	1.1	0.941	2.325	0.008	E11	AURKA	N/A
4	124	1.16	F04	sample	sample	7.93654524089	7.37634408602	7.656444663455	-0.560201154870001	1.17	1.11	1.892	0.435	F4	FANCG	N/A
2	186	1.16	H18	sample	sample	7.82191780822	7.125	7.47345890411	-0.69691780822	1.16	1.1	1.259	1.051	H18	PCGF2	N/A
4	331	1.15	N19	sample	sample	7.32791327913	7.83794466403	7.58292897158	0.5100313849	1.08	1.18	0	2.303	N19	TP53	N/A
1	165	1.15	G21	sample	sample	6.89782403027	7.96454948301	7.43118675664	1.06672545274	1.05	1.24	0.143	2.153	G21	WDR5	N/A
1	314	1.14	N02	sample	sample	7.2935483871	6.79331306991	7.043430728505	-0.50023531719	1.11	1.06	1.698	0.587	N2	POLR2F	N/A
4	299	1.14	M11	sample	sample	6.9880952381	7.84393063584	7.41601293697	0.85583539774	1.03	1.18	0.558	1.719	M11	SEPT2	N/A
1	184	1.14	H16	sample	sample	7.0724137931	7.2067209776	7.13956738535	0.1343071845	1.08	1.12	1.242	1.035	H16	OTUB1	N/A
1	247	1.14	K07	sample	sample	6.61629279811	7.25431530495	6.93530405153	0.63802250684	1.01	1.13	0.718	1.554	K7	KDM7A	N/A
1	359	1.13	O23	pos	pos	6	8.11719939117	7.058599695585	2.11719939117	0.914	1.27	-1.543	3.801	NA	NA	NA
4	153	1.13	G09	sample	sample	7.19137931034	7.83016983017	7.510774570255	0.63879051983	1.06	1.18	0.465	1.792	G9	KIF2B	N/A
2	221	1.13	J05	sample	sample	7.53008298755	6.86824324324	7.199163115395	-0.66183974431	1.12	1.06	1.899	0.351	J5	NCOA5	N/A
2	263	1.1	K23	pos	pos	7.5136	6.95500848896	7.23430424448	-0.55859151104	1.11	1.07	1.157	1.037	NA	NA	NA
3	173	1.09	H05	sample	sample	6.67441860465	7.01549586777	6.84495723621	0.341077263120001	1.04	1.12	0.708	1.482	H5	NAA60	N/A
4	177	1.05	H09	sample	sample	6.9241025641	7.15183752418	7.03797004414	0.22773496008	1.02	1.08	0.911	1.198	H9	KIF2C	N/A
4	275	1.05	L11	sample	sample	7.17984496124	7.10810810811	7.143976534675	-0.07173685313	1.06	1.07	1.22	0.88	L11	RCC2	N/A
1	224	1.05	J08	sample	sample	7.08323831243	7.16770186335	7.12547008789	0.0844635509199998	1.08	1.12	0.733	1.364	J8	UBE2T	N/A
3	329	1.05	N17	sample	sample	6.82442748092	7.34421641791	7.084321949415	0.51978893699	1.06	1.17	0	2.092	N17	SMARCA2	N/A
1	178	1.04	H10	sample	sample	7.23278688525	6.91117216117	7.07197952321	-0.321614724080001	1.1	1.08	1.457	0.632	H10	KDM4E	N/A
3	71	1.04	C23	pos	pos	6.72297297297	6.56954612006	6.646259546515	-0.15342685291	1.05	1.04	1.084	0.994	NA	NA	NA
3	276	1.03	L12	sample	sample	6.61472785486	7.15909090909	6.886909381975	0.54436305423	1.03	1.14	0.147	1.918	L12	POU5F1	N/A
1	102	1.03	E06	sample	sample	7.26488095238	6.05502063274	6.65995079256	-1.20986031964	1.11	0.944	2.243	-0.18	E6	CBX8	N/A
4	206	1.03	I14	sample	sample	7.67584369449	7.14540466392	7.410624179205	-0.53043903057	1.13	1.08	1.748	0.314	I14	ZNF276	N/A
1	85	1.03	D13	sample	sample	6.93661305582	7.07557502738	7.0060940416	0.138961971560001	1.06	1.1	0.39	1.665	D13	KDM1A	N/A
1	189	1.03	H21	sample	sample	7.3445026178	7.37616580311	7.360334210455	0.0316631853100002	1.12	1.15	1.071	0.979	H21	HIST1H4D	N/A
3	100	1.02	E04	sample	sample	6.91764705882	7.37550200803	7.146574533425	0.45785494921	1.08	1.17	0.652	1.396	E4	MORC1	N/A
4	53	1.02	C05	sample	sample	6.70176730486	6.40979591837	6.555781611615	-0.291971386489999	0.988	0.965	1.729	0.317	C5	PELP1	N/A
4	339	1.02	O03	sample	sample	7.2148217636	7.67482517483	7.444823469215	0.46000341123	1.06	1.16	-0.043	2.079	O3	FAAP20	N/A
2	255	1.01	K15	sample	sample	6.42615384615	7.46439169139	6.94527276877	1.03823784524	0.952	1.15	-0.51	2.529	K15	RCC1	N/A
4	28	1.01	B04	sample	sample	6.94823232323	7.25154639175	7.09988935749	0.30331406852	1.02	1.09	1.189	0.828	B4	FANCL	N/A
3	249	1.01	K09	sample	sample	7.20866141732	6.93990755008	7.0742844837	-0.26875386724	1.12	1.1	0.943	1.073	K9	DEK	N/A
1	111	1.01	E15	sample	sample	6.67297762478	6.73551263001	6.704245127395	0.06253500523	1.02	1.05	0.868	1.143	E15	POLR2E	N/A
1	125	1.01	F05	sample	sample	6.61597938144	7.50058072009	7.058280050765	0.88460133865	1.01	1.17	0.004	2.007	F5	STAG2	N/A
2	136	1	F16	sample	sample	7.18193224592	7.63793103448	7.4099316402	0.455998788560001	1.06	1.18	0.209	1.801	F16	APOBEC3G	N/A
2	314	1	N02	sample	sample	6.98315789474	7.1733490566	7.07825347567	0.19019116186	1.03	1.11	0.438	1.568	N2	TSPYL2	N/A
4	297	1	M09	sample	sample	7.30361757106	7.5042527339	7.40393515248	0.200635162839999	1.08	1.13	0.746	1.259	M9	MAD2L1	N/A
3	63	1	C15	sample	sample	6.59883040936	6.47792706334	6.53837873635	-0.12090334602	1.03	1.03	1.018	0.981	C15	PRIMPOL	N/A
2	202	1	I10	sample	sample	8.64607843137	6.45047688921	7.54827766029	-2.19560154216	1.28	0.996	2.558	-0.56	I10	POLQ	N/A
1	269	1	L05	sample	sample	6.98177676538	7.00775193798	6.99476435168	0.0259751725999999	1.06	1.09	0.784	1.21	L5	ING2	N/A
3	345	1	O09	sample	sample	7.02060793405	7.38399071926	7.202299326655	0.36338278521	1.09	1.17	0.287	1.706	O9	PRDM14	N/A
4	346	0.99	O10	sample	sample	7.69113697404	7.21983914209	7.455488058065	-0.47129783195	1.13	1.09	0.887	1.102	O10	PINX1	N/A
4	149	0.99	G05	sample	sample	7.28076923077	7.10873605948	7.194752645125	-0.17203317129	1.07	1.07	1.513	0.473	G5	PAGR1	N/A
2	277	0.99	L13	sample	sample	7.59053156146	6.25583864119	6.923185101325	-1.33469292027	1.12	0.966	3.003	-1.022	L13	NSD3	N/A
3	199	0.98	I07	sample	sample	6.57962962963	6.83198707593	6.70580835278	0.2523574463	1.03	1.09	0.415	1.544	I7	CDC45	N/A
2	219	0.98	J03	sample	sample	7.18824940048	7.05667506297	7.122462231725	-0.13157433751	1.07	1.09	1.12	0.831	J3	AGO3	N/A
2	87	0.96	D15	sample	sample	7.43093922652	6.45375494071	6.942347083615	-0.97718428581	1.1	0.997	1.818	0.112	D15	TNRC18	N/A
2	222	0.96	J06	sample	sample	7.00270635995	7.0641025641	7.033404462025	0.0613962041499994	1.04	1.09	0.636	1.291	J6	HMGA2	N/A
1	252	0.96	K12	sample	sample	6.7897810219	6.93986636971	6.864823695805	0.15008534781	1.03	1.08	0.259	1.668	K12	HIST1H3F	N/A
3	171	0.96	H03	sample	sample	6.90389016018	7.12712623098	7.01550819558	0.223236070800001	1.08	1.13	1.152	0.774	H3	NCAPD2	N/A
2	256	0.96	K16	sample	sample	7.25316455696	7.33541147132	7.29428801414	0.0822469143599998	1.07	1.13	0.376	1.54	K16	KANSL1	N/A
2	245	0.95	K05	sample	sample	7.85699263933	6.8248447205	7.340918679915	-1.03214791883	1.16	1.05	1.874	0.02	K5	KDM4B	N/A
2	188	0.95	H20	sample	sample	7.62470588235	6.68891069676	7.156808289555	-0.93579518559	1.13	1.03	1.203	0.687	H20	DNMT3L	N/A
3	102	0.94	E06	sample	sample	7.29699842022	6.7247706422	7.01088453121	-0.572227778019999	1.14	1.07	1.098	0.791	E6	CCNT1	N/A
